VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2020/12/1 0:27,2020/12/1 0:54,2,10.1,1,N,138,239,1,31.5,0.5,0.5,4,6.12,0.3,45.42,2.5
2,2020/12/1 0:31,2020/12/1 0:49,4,7.73,1,N,68,244,1,24.5,0.5,0.5,7.08,0,0.3,35.38,2.5
2,2020/12/1 0:21,2020/12/1 1:03,1,42.38,1,N,44,200,1,109,0.5,0.5,2.75,21,0.3,134.05,0
2,2020/12/1 0:11,2020/12/1 0:28,4,6.1,1,N,68,152,2,20,0.5,0.5,0,0,0.3,23.8,2.5
2,2020/12/1 0:36,2020/12/1 0:38,1,0.48,1,N,138,70,1,4,0.5,0.5,1.59,0,0.3,6.89,0
1,2020/12/1 0:16,2020/12/1 0:48,1,12,1,N,140,188,1,35.5,3,0.5,7.85,0,0.3,47.15,2.5
2,2020/12/1 0:48,2020/12/1 1:06,6,10.02,1,N,145,130,1,28.5,0.5,0.5,0,0,0.3,29.8,0
2,2020/12/1 0:20,2020/12/1 0:29,1,2.31,1,N,263,163,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2020/12/1 0:11,2020/12/1 0:14,1,0.77,1,N,236,262,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
1,2020/12/1 0:28,2020/12/1 0:45,1,6.1,1,N,48,65,1,19,3,0.5,4.55,0,0.3,27.35,2.5
2,2020/12/1 0:17,2020/12/1 0:19,1,0.55,1,N,148,79,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,2020/12/1 0:35,2020/12/1 0:37,2,0.08,1,N,141,141,4,3.5,0.5,0.5,0,0,0.3,7.3,2.5
2,2020/12/1 0:35,2020/12/1 0:37,2,0.08,1,N,141,141,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
1,2020/12/1 0:50,2020/12/1 0:54,2,1.1,1,N,186,48,1,5.5,3,0.5,2.75,0,0.3,12.05,2.5
1,2020/12/1 0:29,2020/12/1 0:46,1,9,1,N,138,141,1,25.5,3,0.5,5.31,6.12,0.3,40.73,2.5
1,2020/12/1 0:37,2020/12/1 1:04,0,20.1,2,N,132,209,1,52,2.5,0.5,11.05,0,0.3,66.35,2.5
1,2020/12/1 0:03,2020/12/1 0:06,1,0.5,1,N,186,100,1,4.5,3,0.5,0,0,0.3,8.3,2.5
1,2020/12/1 0:07,2020/12/1 0:17,1,2.4,1,N,100,141,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
2,2020/12/1 0:08,2020/12/1 0:28,2,5.16,1,N,48,74,1,19,0.5,0.5,4.56,0,0.3,27.36,2.5
2,2020/12/1 0:40,2020/12/1 0:42,1,0.8,1,N,263,236,3,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2020/12/1 0:40,2020/12/1 0:42,1,0.8,1,N,263,236,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2020/12/1 0:27,2020/12/1 0:35,1,2.09,1,N,186,79,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2020/12/1 0:21,2020/12/1 0:22,3,0.53,1,N,263,236,1,3.5,0.5,0.5,1.46,0,0.3,8.76,2.5
1,2020/12/1 0:16,2020/12/1 0:30,2,11.6,1,N,138,232,1,32,3,0.5,10.7,0,0.3,46.5,2.5
2,2020/12/1 0:40,2020/12/1 0:53,1,6.74,2,N,223,262,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5
2,2020/12/1 0:26,2020/12/1 0:28,2,0.23,1,N,238,238,1,3,0.5,0.5,1.36,0,0.3,8.16,2.5
2,2020/12/1 0:26,2020/12/1 0:27,1,0,5,N,90,90,1,10,0,0.5,1,0,0.3,11.8,0
2,2020/12/1 0:34,2020/12/1 0:37,1,1.12,1,N,164,230,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2020/11/30 23:56,2020/12/1 0:00,1,1.51,1,N,107,170,1,6,0.5,0.5,1,0,0.3,10.8,2.5
2,2020/12/1 0:33,2020/12/1 0:40,1,1.68,1,N,263,74,1,7.5,0.5,0.5,3.39,0,0.3,14.69,2.5
2,2020/12/1 0:14,2020/12/1 0:42,1,18.26,2,N,132,48,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5
2,2020/12/1 0:29,2020/12/1 0:38,1,2.01,1,N,48,141,1,9,0.5,0.5,1.5,0,0.3,14.3,2.5
2,2020/11/30 23:57,2020/12/1 0:03,3,1.4,1,N,263,75,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,2020/12/1 0:14,2020/12/1 0:17,2,0.75,1,N,141,263,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2020/12/1 0:48,2020/12/1 1:03,2,8.74,1,N,137,244,1,24.5,0.5,0.5,4,0,0.3,32.3,2.5
2,2020/12/1 0:35,2020/12/1 0:43,2,1.43,1,N,107,4,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
1,2020/12/1 0:00,2020/12/1 0:11,0,3.7,1,N,263,234,1,12.5,3,0.5,3.25,0,0.3,19.55,2.5
2,2020/12/1 0:32,2020/12/1 0:43,1,4.21,1,N,234,75,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
1,2020/12/1 0:13,2020/12/1 0:39,1,0,1,N,226,219,1,36.2,0,0.5,0,0,0.3,37,0
2,2020/11/30 18:31,2020/11/30 18:47,1,9.13,1,N,138,79,2,26.5,0.5,0.5,0,0,0.3,30.3,2.5
1,2020/12/1 0:05,2020/12/1 0:42,2,29,1,N,132,200,1,76,0.5,0.5,20.85,6.12,0.3,104.27,0
2,2020/12/1 0:49,2020/12/1 1:00,1,2.31,1,N,263,41,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
1,2020/12/1 0:00,2020/12/1 0:08,1,1.8,1,N,162,141,1,8.5,3,0.5,3.05,0,0.3,15.35,2.5
2,2020/12/1 0:29,2020/12/1 0:30,1,0.33,1,N,161,230,1,3,0.5,0.5,1.36,0,0.3,8.16,2.5
2,2020/12/1 0:37,2020/12/1 0:46,1,2.34,1,N,100,113,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
1,2020/12/1 0:28,2020/12/1 0:51,1,6.4,1,N,142,82,2,22.5,3,0.5,0,0,0.3,26.3,2.5
2,2020/12/1 0:13,2020/12/1 0:31,1,10.13,1,N,138,224,1,28.5,0.5,0.5,7.68,6.12,0.3,46.1,2.5
2,2020/12/1 0:15,2020/12/1 0:18,1,0.96,1,N,48,186,2,5,0.5,0.5,0,0,0.3,8.8,2.5
1,2020/12/1 0:10,2020/12/1 0:34,1,14.5,1,N,132,37,1,40,0.5,0.5,8,0,0.3,49.3,0
1,2020/12/1 0:15,2020/12/1 0:37,1,20.3,1,N,132,81,1,53.5,0.5,0.5,5,6.12,0.3,65.92,0
1,2020/12/1 0:38,2020/12/1 0:56,0,13.2,1,N,132,260,1,36.5,0.5,0.5,7.55,0,0.3,45.35,0
1,2020/12/1 0:20,2020/12/1 0:32,1,3.8,1,N,162,7,1,13,3,0.5,4.2,0,0.3,21,2.5
2,2020/12/1 0:03,2020/12/1 0:07,5,1.65,1,N,137,141,1,6.5,0.5,0.5,2,0,0.3,12.3,2.5
2,2020/12/1 0:16,2020/12/1 0:41,1,20.07,2,N,132,140,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5
2,2020/12/1 0:44,2020/12/1 1:16,2,10.02,1,N,238,129,1,32,0.5,0.5,0,0,0.3,35.8,2.5
2,2020/12/1 0:31,2020/12/1 0:41,1,1.93,1,N,229,142,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,2020/12/1 0:11,2020/12/1 0:38,1,19.77,1,N,132,20,2,53,0.5,0.5,0,6.12,0.3,60.42,0
2,2020/12/1 0:33,2020/12/1 0:45,1,7.16,1,N,132,76,2,21,0.5,0.5,0,0,0.3,22.3,0
2,2020/12/1 0:23,2020/12/1 0:29,1,1.72,1,N,229,262,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,2020/12/1 0:34,2020/12/1 1:03,1,21.4,1,N,138,89,1,57,0.5,0.5,8,0,0.3,66.3,0
1,2020/12/1 0:29,2020/12/1 0:44,1,6.3,1,N,138,95,2,19.5,0.5,0.5,0,0,0.3,20.8,0
2,2020/12/1 0:39,2020/12/1 0:50,1,6.64,1,N,132,124,1,19.5,0.5,0.5,4.16,0,0.3,24.96,0
2,2020/12/1 0:59,2020/12/1 1:03,1,1.38,1,N,141,229,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,2020/12/1 0:23,2020/12/1 0:38,1,8.44,1,N,132,121,1,24.5,0.5,0.5,3,0,0.3,28.8,0
2,2020/12/1 0:14,2020/12/1 0:18,1,0.45,1,N,107,107,4,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2020/12/1 0:14,2020/12/1 0:18,1,0.45,1,N,107,107,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2020/12/1 0:36,2020/12/1 0:41,1,2.1,1,N,263,233,1,7.5,0.5,0.5,1,0,0.3,12.3,2.5
2,2020/12/1 0:27,2020/12/1 0:42,1,2.84,1,N,48,151,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
1,2020/12/1 0:32,2020/12/1 0:54,1,14.2,1,N,132,7,2,39.5,0.5,0.5,0,0,0.3,40.8,0
2,2020/12/1 0:56,2020/12/1 1:23,2,10.1,1,N,132,95,1,31.5,0.5,0.5,6.56,0,0.3,39.36,0
2,2020/12/1 0:53,2020/12/1 1:07,1,6.11,1,N,100,41,1,19.5,0.5,0.5,1,0,0.3,24.3,2.5
2,2020/12/1 0:49,2020/12/1 1:18,1,18.12,2,N,132,41,1,52,0,0.5,9,6.12,0.3,67.92,0
1,2020/12/1 0:16,2020/12/1 0:23,2,1.5,1,N,138,129,1,7,0.5,0.5,1.65,0,0.3,9.95,0
1,2020/12/1 0:29,2020/12/1 0:48,1,11.7,1,Y,138,137,1,32.5,3,0.5,10,6.12,0.3,52.42,2.5
2,2020/12/1 0:47,2020/12/1 0:49,1,0.5,1,N,237,237,1,4,0.5,0.5,1.95,0,0.3,9.75,2.5
2,2020/12/1 0:38,2020/12/1 0:47,1,3.21,1,N,138,7,1,11.5,0.5,0.5,2.56,0,0.3,15.36,0
2,2020/12/1 0:31,2020/12/1 0:57,1,16.15,1,N,132,123,2,44,0.5,0.5,0,0,0.3,45.3,0
2,2020/12/1 0:43,2020/12/1 1:06,1,18.36,1,N,132,112,1,49,0.5,0.5,12.57,0,0.3,62.87,0
2,2020/11/30 23:56,2020/12/1 0:04,1,3.77,1,N,138,7,1,12,0.5,0.5,3.32,0,0.3,16.62,0
1,2020/12/1 0:08,2020/12/1 0:20,1,3.1,1,N,48,48,1,11.5,3,0.5,3.05,0,0.3,18.35,2.5
2,2020/12/1 0:36,2020/12/1 0:59,2,16.76,1,N,132,255,1,45,0.5,0.5,7.87,0,0.3,54.17,0
1,2020/12/1 0:24,2020/12/1 0:44,1,7.8,1,N,237,13,1,24,3,0.5,5.55,0,0.3,33.35,2.5
2,2020/12/1 0:12,2020/12/1 0:15,1,0.71,1,N,48,50,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2020/12/1 1:36,2020/12/1 1:45,1,2.74,1,N,238,116,2,9.5,0.5,0.5,0,0,0.3,10.8,0
2,2020/12/1 1:27,2020/12/1 1:50,1,11.97,1,N,87,244,1,34.5,0.5,0.5,11.49,0,0.3,49.79,2.5
2,2020/12/1 1:01,2020/12/1 1:22,3,5.62,1,N,107,188,1,20,0.5,0.5,4.76,0,0.3,28.56,2.5
2,2020/12/1 1:16,2020/12/1 1:20,1,1.03,1,N,239,142,1,5.5,0.5,0.5,1,0,0.3,10.3,2.5
2,2020/12/1 1:52,2020/12/1 1:59,3,2.04,1,N,239,43,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2020/12/1 1:57,2020/12/1 2:02,1,3.77,1,N,132,219,2,12,0.5,0.5,0,0,0.3,13.3,0
1,2020/12/1 1:04,2020/12/1 1:31,1,19.1,2,N,132,113,1,52,2.5,0.5,11.05,0,0.3,66.35,2.5
1,2020/12/1 1:37,2020/12/1 1:45,1,1.8,1,N,79,186,1,8,3,0.5,0,0,0.3,11.8,2.5
2,2020/12/1 1:01,2020/12/1 1:24,4,11.48,1,N,132,129,1,34,0.5,0.5,7.06,0,0.3,42.36,0
1,2020/12/1 1:57,2020/12/1 2:18,2,11.7,1,N,138,164,1,32.5,3,0.5,5,6.12,0.3,47.42,2.5
2,2020/12/1 1:07,2020/12/1 1:31,1,21.78,1,N,132,213,1,57,0.5,0.5,5,6.12,0.3,69.42,0
1,2020/12/1 1:00,2020/12/1 1:04,1,1.4,1,N,137,79,1,6,3,0.5,1.47,0,0.3,11.27,2.5
2,2020/12/1 1:52,2020/12/1 2:04,1,6.35,1,N,132,76,1,18.5,0.5,0.5,0,0,0.3,19.8,0
2,2020/12/1 1:31,2020/12/1 1:40,1,1.35,1,N,239,142,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2020/12/1 1:07,2020/12/1 1:12,1,1.39,1,N,237,233,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,2020/12/1 1:15,2020/12/1 1:45,1,9.34,1,N,162,134,2,30.5,0.5,0.5,0,0,0.3,34.3,2.5
2,2020/12/1 1:06,2020/12/1 1:12,1,1.33,1,N,236,75,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,2020/12/1 1:30,2020/12/1 1:48,1,6.31,1,N,141,244,1,20.5,0.5,0.5,4.86,0,0.3,29.16,2.5
2,2020/12/1 1:19,2020/12/1 1:33,1,4.55,1,N,186,75,1,15,0.5,0.5,3.76,0,0.3,22.56,2.5
2,2020/12/1 1:56,2020/12/1 2:01,1,1.76,1,N,186,142,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
1,2020/12/1 1:49,2020/12/1 1:54,1,1,1,N,148,114,1,6,3,0.5,2.45,0,0.3,12.25,2.5
1,2020/12/1 1:33,2020/12/1 2:05,1,8.4,1,N,68,62,1,27.5,3,0.5,7.8,0,0.3,39.1,2.5
2,2020/12/1 1:07,2020/12/1 1:38,1,18.39,2,N,132,68,1,52,0,0.5,0,6.12,0.3,61.42,2.5
2,2020/12/1 0:59,2020/12/1 1:02,2,0.9,1,N,249,68,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2020/12/1 1:21,2020/12/1 1:28,1,0.71,1,N,79,148,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
1,2020/12/1 1:42,2020/12/1 1:50,1,1.8,1,N,162,140,1,8.5,3,0.5,3.05,0,0.3,15.35,2.5
2,2020/12/1 1:15,2020/12/1 1:16,1,0.02,2,N,152,152,1,52,0,0.5,11.78,6.12,0.3,70.7,0
2,2020/12/1 1:07,2020/12/1 1:07,1,0,5,N,236,236,1,10,0,0.5,3.32,0,0.3,16.62,2.5
2,2020/12/1 1:44,2020/12/1 2:03,4,6.84,1,N,186,82,1,21.5,0.5,0.5,0,0,0.3,25.3,2.5
2,2020/12/1 1:24,2020/12/1 1:44,1,7.22,1,N,229,129,2,22.5,0.5,0.5,0,0,0.3,26.3,2.5
2,2020/12/1 1:59,2020/12/1 2:04,1,0.08,5,N,173,173,2,50,0,0,0,0,0.3,50.3,0
2,2020/12/1 1:05,2020/12/1 1:24,1,5.55,1,N,140,152,2,19.5,0.5,0.5,0,0,0.3,23.3,2.5
2,2020/12/1 1:54,2020/12/1 1:54,1,8.3,5,N,68,68,1,35,0,0.5,6,0,0.3,44.3,2.5
2,2020/12/1 1:17,2020/12/1 1:51,2,23.11,1,N,132,14,2,61,0.5,0.5,0,0,0.3,62.3,0
1,2020/12/1 1:03,2020/12/1 1:08,1,1.6,1,N,237,75,1,7,3,0.5,2.15,0,0.3,12.95,2.5
1,2020/12/1 1:12,2020/12/1 1:19,1,2,1,N,75,42,2,8.5,0.5,0.5,0,0,0.3,9.8,0
1,2020/12/1 1:27,2020/12/1 1:34,1,0.4,1,N,41,41,1,6.5,0.5,0.5,0,0,0.3,7.8,0
1,2020/12/1 1:40,2020/12/1 1:46,1,0.4,1,N,42,42,3,5.5,0.5,0.5,0,0,0.3,6.8,0
1,2020/12/1 1:36,2020/12/1 1:48,1,5,1,N,48,166,2,16.5,3,0.5,0,0,0.3,20.3,2.5
1,2020/12/1 1:12,2020/12/1 1:17,1,1.7,1,N,151,239,2,7.5,3,0.5,0,0,0.3,11.3,2.5
1,2020/12/1 1:23,2020/12/1 1:33,1,2.7,1,N,238,42,1,10,3,0.5,0.08,0,0.3,13.88,2.5
1,2020/12/1 1:43,2020/12/1 1:54,1,3.8,1,N,74,167,1,14,0.5,0.5,0,0,0.3,15.3,0
2,2020/12/1 1:46,2020/12/1 1:51,1,1.09,1,N,163,140,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,2020/12/1 1:21,2020/12/1 1:23,1,0.01,1,N,55,55,2,3.5,0.5,0.5,0,0,0.3,4.8,0
2,2020/12/1 1:24,2020/12/1 1:47,1,13.7,1,N,55,10,2,40.5,0.5,0.5,0,0,0.3,41.8,0
2,2020/12/1 1:57,2020/12/1 2:03,1,0.03,1,N,10,10,2,5,0.5,0.5,0,0,0.3,6.3,0
1,2020/12/1 1:03,2020/12/1 1:19,1,5.3,1,N,142,4,1,18.5,3,0.5,4.45,0,0.3,26.75,2.5
2,2020/12/1 1:16,2020/12/1 1:21,2,2.21,1,N,45,52,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
2,2020/12/1 1:05,2020/12/1 1:16,1,5.01,1,N,48,152,1,16.5,0.5,0.5,4.06,0,0.3,24.36,2.5
2,2020/12/1 1:12,2020/12/1 1:16,1,0.93,1,N,68,249,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2020/12/1 1:20,2020/12/1 1:29,3,0.74,1,N,114,211,2,7,0.5,0.5,0,0,0.3,10.8,2.5
1,2020/12/1 1:01,2020/12/1 1:25,1,9.2,1,N,87,152,2,28,3,0.5,0,0,0.3,31.8,2.5
1,2020/12/1 1:23,2020/12/1 1:41,1,3.2,1,N,75,116,1,15,0.5,0.5,3.25,0,0.3,19.55,0
2,2020/12/1 1:02,2020/12/1 1:24,1,10.51,1,N,132,36,1,30,0.5,0.5,3,0,0.3,34.3,0
1,2020/12/1 1:18,2020/12/1 1:24,1,1.4,1,N,140,161,2,7,3,0.5,0,0,0.3,10.8,2.5
1,2020/12/1 1:51,2020/12/1 1:54,1,1.5,1,N,90,230,1,6,3,0.5,1.95,0,0.3,11.75,2.5
2,2020/12/1 1:03,2020/12/1 1:17,1,4.07,1,N,143,42,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
1,2020/12/1 1:03,2020/12/1 1:08,1,1.7,1,N,148,137,2,7,3,0.5,0,0,0.3,10.8,2.5
1,2020/12/1 1:20,2020/12/1 1:30,1,3.4,1,N,186,263,1,11.5,3,0.5,3.05,0,0.3,18.35,2.5
2,2020/12/1 1:21,2020/12/1 1:31,1,2.24,1,N,186,224,1,9.5,0.5,0.5,2,0,0.3,15.3,2.5
2,2020/12/1 1:17,2020/12/1 1:19,5,0.8,1,N,162,237,1,4.5,0.5,0.5,1.5,0,0.3,9.8,2.5
2,2020/12/1 1:25,2020/12/1 1:39,6,3.91,1,N,263,164,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
2,2020/12/1 1:43,2020/12/1 1:54,5,3.59,1,N,170,75,2,12,0.5,0.5,0,0,0.3,15.8,2.5
2,2020/12/1 1:07,2020/12/1 1:47,1,18.91,1,N,100,180,2,54.5,0.5,0.5,0,0,0.3,58.3,2.5
1,2020/12/1 1:19,2020/12/1 1:44,1,15.8,1,N,132,256,3,43,0.5,0.5,0,0,0.3,44.3,0
1,2020/12/1 1:00,2020/12/1 1:08,1,2.2,1,N,41,238,1,9,2.5,0.5,2.45,0,0.3,14.75,2.5
1,2020/12/1 1:32,2020/12/1 1:37,1,1.3,1,N,236,74,1,6,2.5,0.5,2.3,0,0.3,11.6,2.5
1,2020/12/1 1:54,2020/12/1 2:16,1,10,1,N,141,61,2,30,2.5,0.5,0,0,0.3,33.3,2.5
2,2020/12/1 1:16,2020/12/1 1:23,2,2.19,1,N,137,48,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2020/12/1 1:26,2020/12/1 1:48,2,9.23,1,N,48,49,2,27.5,0.5,0.5,0,0,0.3,31.3,2.5
2,2020/12/1 1:02,2020/12/1 1:09,1,2.42,1,N,107,230,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2020/12/1 1:07,2020/12/1 1:21,1,5.89,1,N,132,38,2,18,0.5,0.5,0,0,0.3,19.3,0
2,2020/12/1 1:19,2020/12/1 1:46,1,20.84,1,N,132,46,2,55,0.5,0.5,0,6.12,0.3,62.42,0
2,2020/12/1 1:15,2020/12/1 1:25,2,2.02,1,N,237,143,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2020/12/1 1:30,2020/12/1 1:37,1,1.6,1,N,142,237,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
1,2020/12/1 1:14,2020/12/1 1:41,0,12.6,1,N,132,217,2,36,0.5,0.5,0,0,0.3,37.3,0
2,2020/12/1 1:25,2020/12/1 1:44,1,8.33,1,N,132,86,2,25,0.5,0.5,0,0,0.3,26.3,0
1,2020/12/1 1:04,2020/12/1 1:12,1,1.9,1,N,261,66,1,8.5,3,0.5,3.05,0,0.3,15.35,2.5
2,2020/12/1 1:45,2020/12/1 2:02,1,4.34,1,N,140,226,2,16.5,0.5,0.5,0,0,0.3,20.3,2.5
2,2020/12/1 1:34,2020/12/1 1:56,2,6.52,1,N,100,42,1,21,0.5,0.5,1.08,0,0.3,25.88,2.5
1,2020/12/1 1:09,2020/12/1 1:46,1,21.6,2,N,132,127,1,52,0,0.5,8,6.12,0.3,66.92,0
2,2020/12/1 1:25,2020/12/1 2:08,1,6.8,1,N,186,42,2,32,0.5,0.5,0,0,0.3,35.8,2.5
2,2020/12/1 1:28,2020/12/1 2:15,1,14.74,5,N,68,76,2,57.2,0,0,0,0,0.3,60,2.5
2,2020/12/1 0:59,2020/12/1 1:03,1,1.84,1,N,237,100,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,2020/12/1 1:09,2020/12/1 1:19,1,3.6,1,N,162,226,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
2,2020/12/1 1:28,2020/12/1 1:30,1,0.71,1,N,186,48,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,2020/12/1 1:26,2020/12/1 1:30,1,1.23,1,N,68,163,1,6,0.5,0.5,1,0,0.3,10.8,2.5
2,2020/12/1 1:15,2020/12/1 1:18,2,0.52,1,N,68,68,1,4,0.5,0.5,3,0,0.3,10.8,2.5
2,2020/12/1 1:47,2020/12/1 2:14,1,7.77,1,N,186,61,1,25,0.5,0.5,0,0,0.3,28.8,2.5
2,2020/12/1 1:13,2020/12/1 1:25,2,4.05,1,N,236,116,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
2,2020/12/1 1:21,2020/12/1 1:45,1,11.19,1,N,186,14,1,31.5,0.5,0.5,8.82,0,0.3,44.12,2.5
2,2020/12/1 1:24,2020/12/1 1:30,1,1.73,1,N,142,238,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,2020/12/1 1:10,2020/12/1 1:22,1,4.52,1,N,263,114,2,14,0.5,0.5,0,0,0.3,17.8,2.5
2,2020/12/1 1:41,2020/12/1 2:11,5,11.9,1,N,231,244,1,36.5,0.5,0.5,2,0,0.3,42.3,2.5
1,2020/12/1 1:14,2020/12/1 1:30,1,2.1,1,N,25,195,2,12,0.5,0.5,0,0,0.3,13.3,0
2,2020/12/1 1:24,2020/12/1 1:28,2,1.08,1,N,231,125,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2020/12/1 1:53,2020/12/1 2:15,1,9.46,1,N,88,166,2,29,0.5,0.5,0,0,0.3,32.8,2.5
2,2020/12/1 1:50,2020/12/1 1:54,1,0.65,1,N,68,246,1,5,0.5,0.5,0,0,0.3,8.8,2.5
1,2020/12/1 1:11,2020/12/1 1:20,1,2.6,1,N,162,142,1,10.5,3,0.5,1.5,0,0.3,15.8,2.5
1,2020/12/1 1:50,2020/12/1 1:57,1,2,1,N,161,263,1,8,3,0.5,2.35,0,0.3,14.15,2.5
2,2020/12/1 0:55,2020/12/1 1:10,5,3.98,1,N,48,4,1,14,0.5,0.5,2,0,0.3,19.8,2.5
2,2020/12/1 1:39,2020/12/1 2:01,5,9.43,1,N,48,95,1,28,0.5,0.5,6.36,0,0.3,38.16,2.5
2,2020/12/1 1:06,2020/12/1 1:09,1,0.75,1,N,230,48,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2020/12/1 1:04,2020/12/1 1:09,6,0.85,1,N,144,148,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2020/12/1 1:38,2020/12/1 1:43,6,2.15,1,N,233,236,1,8,0.5,0.5,1.28,0,0.3,13.08,2.5
2,2020/12/1 1:28,2020/12/1 1:52,5,12.69,1,N,229,89,1,35.5,0.5,0.5,9.82,0,0.3,49.12,2.5
1,2020/12/1 1:23,2020/12/1 1:38,1,4.2,1,N,186,263,1,15,3,0.5,3.75,0,0.3,22.55,2.5
1,2020/12/1 1:01,2020/12/1 1:14,1,4.4,1,Y,148,52,1,15.5,3,0.5,4.8,0,0.3,24.1,2.5
1,2020/12/1 1:15,2020/12/1 1:21,1,1.1,1,N,74,75,2,6.5,0.5,0.5,0,0,0.3,7.8,0
2,2020/12/1 1:25,2020/12/1 1:30,1,1.54,1,N,68,48,1,6.5,0.5,0.5,1,0,0.3,11.3,2.5
2,2020/12/1 1:04,2020/12/1 1:09,4,1.96,1,N,79,162,1,7.5,0.5,0.5,1,0,0.3,12.3,2.5
2,2020/12/1 1:17,2020/12/1 1:25,1,1.6,1,N,163,164,1,8,0.5,0.5,2,0,0.3,13.8,2.5
2,2020/12/1 1:09,2020/12/1 1:44,2,18.11,2,N,132,229,1,52,0,0.5,11.06,0,0.3,66.36,2.5
2,2020/12/1 1:04,2020/12/1 1:20,1,11.56,1,N,132,129,1,32.5,0.5,0.5,3,0,0.3,36.8,0
2,2020/12/1 1:26,2020/12/1 1:35,5,1.92,1,N,114,68,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2020/12/1 1:55,2020/12/1 1:59,5,0.96,1,N,234,113,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,2020/12/1 1:07,2020/12/1 1:12,1,1.22,1,N,163,237,1,6.5,0.5,0.5,2,0,0.3,12.3,2.5
1,2020/12/1 1:07,2020/12/1 1:26,5,13.3,1,N,132,157,2,36.5,0.5,0.5,0,0,0.3,37.8,0
2,2020/12/1 1:56,2020/12/1 2:22,1,18.9,1,N,132,69,1,51,0.5,0.5,0,6.12,0.3,58.42,0
1,2020/12/1 1:29,2020/12/1 1:30,1,0,1,N,68,68,3,2.5,3,0.5,0,0,0.3,6.3,2.5
1,2020/12/1 1:30,2020/12/1 1:31,1,0,5,Y,68,68,2,0.01,0,0,0,0,0.3,0.31,0
1,2020/12/1 1:33,2020/12/1 1:35,1,0.3,5,N,100,186,1,35,0,0,0,0,0.3,35.3,0
2,2020/12/1 1:46,2020/12/1 2:24,3,5.48,1,N,116,167,1,25.5,0.5,0.5,23,0,0.3,49.8,0
2,2020/12/1 1:52,2020/12/1 1:57,1,0.93,1,N,100,50,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
