HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,class,Commonname,Femalematurity,Malematurity,Gestation,LitterSize,Adultweight,Maximumlongevity
3205,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,sexlineatus,Animalia.Chordata.Reptilia.Squamata.Teiidae.Cnemidophorus.sexlineatus,Six-lined racerunner,,,,,,6
3206,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,tigris,Animalia.Chordata.Reptilia.Squamata.Teiidae.Cnemidophorus.tigris,Western whiptail,,,,,18,7.8
3207,Animalia,Chordata,Reptilia,Squamata,Teiidae,Dracaena,guianensis,Animalia.Chordata.Reptilia.Squamata.Teiidae.Dracaena.guianensis,Guyana caiman lizard,,,,,,9.3
3208,Animalia,Chordata,Reptilia,Squamata,Teiidae,Tupinambis,rufescens,Animalia.Chordata.Reptilia.Squamata.Teiidae.Tupinambis.rufescens,Red tegu,,,,,,10.8
3209,Animalia,Chordata,Reptilia,Squamata,Teiidae,Tupinambis,teguixin,Animalia.Chordata.Reptilia.Squamata.Teiidae.Tupinambis.teguixin,Columbian tegu,,,,,,16.1
3210,Animalia,Chordata,Reptilia,Squamata,Tropidophiidae,Tropidophis,canus,Animalia.Chordata.Reptilia.Squamata.Tropidophiidae.Tropidophis.canus,Dwarf boa,,,,,,16.1
3211,Animalia,Chordata,Reptilia,Squamata,Tropidophiidae,Tropidophis,caymanensis,Animalia.Chordata.Reptilia.Squamata.Tropidophiidae.Tropidophis.caymanensis,Cayman islands dwarf boa,,,,,,25.9
3212,Animalia,Chordata,Reptilia,Squamata,Tropidophiidae,Tropidophis,haetianus,Animalia.Chordata.Reptilia.Squamata.Tropidophiidae.Tropidophis.haetianus,Haitian dwarf boa,,,,,,15.3
3213,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,bengalensis,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.bengalensis,Bengal monitor,,,,,,11.2
3214,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,dumerilii,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.dumerilii,Dumeril's monitor,,,,,,10.7
3215,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,exanthematicus,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.exanthematicus,Bosc's monitor and Savannah monitor,,,,,35500,12.7
3216,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,giganteus,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.giganteus,Perentie,,,,,,19.7
3217,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,gouldii,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.gouldii,Sand monitor,,,,,,18.3
3218,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,griseus,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.griseus,Desert monitor,,,,,,17
3219,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,indicus,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.indicus,Indian monitor lizard and Indian monitor,,,,,,17.4
3220,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,komodoensis,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.komodoensis,Komodo dragon,1825,1825,49,22,87000,62
3221,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,mertensi,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.mertensi,Merten's water monitor,,,,,,20.3
3222,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,niloticus,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.niloticus,Nile monitor,,,,,,14.6
3223,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,olivaceus,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.olivaceus,Gray's monitor lizard,,,,,,15.2
3224,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,prasinus,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.prasinus,New Guinea green tree monitor,,,,,,14.2
3225,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,salvator,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.salvator,Common water monitor,,,,,,15.7
3226,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,timorensis,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.timorensis,Spotted tree monitor,,,,,,14.9
3227,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,varius,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.varius,Lace monitor,,,,,,14.7
3228,Animalia,Chordata,Reptilia,Squamata,Viperidae,Agkistrodon,bilineatus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Agkistrodon.bilineatus,Cantil,,,,,,24.3
3229,Animalia,Chordata,Reptilia,Squamata,Viperidae,Agkistrodon,contortrix,Animalia.Chordata.Reptilia.Squamata.Viperidae.Agkistrodon.contortrix,Northern copperhead,730,730,,6,,29.8
3230,Animalia,Chordata,Reptilia,Squamata,Viperidae,Agkistrodon,piscivorus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Agkistrodon.piscivorus,Water moccasin,1095,,,8,,24.5
3231,Animalia,Chordata,Reptilia,Squamata,Viperidae,Atropoides,nummifer,Animalia.Chordata.Reptilia.Squamata.Viperidae.Atropoides.nummifer,Jumping pit viper,,,,,,19
3232,Animalia,Chordata,Reptilia,Squamata,Viperidae,Atropoides,picadoi,Animalia.Chordata.Reptilia.Squamata.Viperidae.Atropoides.picadoi,Picado's pit viper,,,,,,13
3233,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,arietans,Animalia.Chordata.Reptilia.Squamata.Viperidae.Bitis.arietans,Puff adder,,,,,,15.8
3234,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,gabonica,Animalia.Chordata.Reptilia.Squamata.Viperidae.Bitis.gabonica,Gaboon viper,,,,,,18
3235,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,nasicornis,Animalia.Chordata.Reptilia.Squamata.Viperidae.Bitis.nasicornis,Rhinoceros viper,,,,,,9.4
3236,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothriechis,aurifer,Animalia.Chordata.Reptilia.Squamata.Viperidae.Bothriechis.aurifer,Yellos-spotted palm pit viper,,,,,,13.7
3237,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothriechis,lateralis,Animalia.Chordata.Reptilia.Squamata.Viperidae.Bothriechis.lateralis,Side-striped palm pit viper,,,,,,12.5
3238,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothriechis,rowleyi,Animalia.Chordata.Reptilia.Squamata.Viperidae.Bothriechis.rowleyi,Rowley's palm pit viper,,,,,,12.8
3239,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothriechis,schlegelii,Animalia.Chordata.Reptilia.Squamata.Viperidae.Bothriechis.schlegelii,Eyelash palm pit viper,,,,,,19.5
3240,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,alternatus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Bothrops.alternatus,Urutu,,,,,,15.2
3241,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,asper,Animalia.Chordata.Reptilia.Squamata.Viperidae.Bothrops.asper,Fer-de-lance,,,,,,20.4
3242,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,atrox,Animalia.Chordata.Reptilia.Squamata.Viperidae.Bothrops.atrox,Common lancehead,,,,,,8.5
3243,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,caribbaeus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Bothrops.caribbaeus,Saint Lucia lancehead,,,,,,14.4
3244,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,jararaca,Animalia.Chordata.Reptilia.Squamata.Viperidae.Bothrops.jararaca,Jararaca,,,,,,
3245,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,lanceolatus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Bothrops.lanceolatus,Martinique lancehead,,,,,,13
3246,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,neuwiedi,Animalia.Chordata.Reptilia.Squamata.Viperidae.Bothrops.neuwiedi,Yara,,,,,,15.1
3247,Animalia,Chordata,Reptilia,Squamata,Viperidae,Causus,rhombeatus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Causus.rhombeatus,Cape viper,,,,,,6.6
3248,Animalia,Chordata,Reptilia,Squamata,Viperidae,Cerastes,cerastes,Animalia.Chordata.Reptilia.Squamata.Viperidae.Cerastes.cerastes,Horned viper,,,,,,18
3249,Animalia,Chordata,Reptilia,Squamata,Viperidae,Cerrophidion,godmani,Animalia.Chordata.Reptilia.Squamata.Viperidae.Cerrophidion.godmani,Godman's montane pit viper,,,,,,15.8
3250,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,adamanteus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.adamanteus,Eastern diamondback rattlesnake,,,,,,22.8
3251,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,atrox,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.atrox,Western diamond-backed rattlesnake,1095,1095,,14,,27
3252,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,basiliscus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.basiliscus,Mexican West-Coast rattlesnake,,,,,,16
3253,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,catalinensis,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.catalinensis,Saint Catalina rattlesnake,,,,,,11.8
3254,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,cerastes,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.cerastes,Sidewinder,,,,,,27.3
3255,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,durissus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.durissus,Neotropical rattlesnake,1095,1095,120,6,1150,19.8
3256,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,enyo,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.enyo,Baja California rattlesnake,,,,,,17.1
3257,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,horridus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.horridus,Timber rattlesnake,2555,1825,135,9,,30.2
3258,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,lepidus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.lepidus,New Mexico banded rock rattlesnake,,,,,,33.6
3259,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,mitchelli,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.mitchelli,Southwestern speckled rattlesnake,,,,,,22
3260,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,molossus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.molossus,Northern black-tailed rattlesnake,,,,,,20.7
3261,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,pricei,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.pricei,Twin-spotted rattlesnake,,,,,,15.7
3262,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,ruber,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.ruber,Red diamond rattlesnake,,,,,,19.2
3263,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,scutulatus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.scutulatus,Mojave rattlesnake,,,,,,14.4
3264,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,tigris,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.tigris,Tiger rattlesnake,,,,,,15.3
3265,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,tortugensis,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.tortugensis,Tortuga Island rattlesnake,,,,,,18.3
3266,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,vegrandis,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.vegrandis,Uracoan rattlesnake,,,,,,19.8
3267,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,viridis,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.viridis,Southern Pacific rattlesnake,,,,,,24.1
3268,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,willardi,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.willardi,Arizona ridge-nosed rattlesnake,,,,,,21.3
3269,Animalia,Chordata,Reptilia,Squamata,Viperidae,Daboia,russelii,Animalia.Chordata.Reptilia.Squamata.Viperidae.Daboia.russelii,Russell's viper,,,,,,15
3270,Animalia,Chordata,Reptilia,Squamata,Viperidae,Echis,carinatus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Echis.carinatus,Saw-scaled viper,,,,,,23.8
3271,Animalia,Chordata,Reptilia,Squamata,Viperidae,Echis,coloratus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Echis.coloratus,Palestine saw-scaled viper,,,,,,28.3
3272,Animalia,Chordata,Reptilia,Squamata,Viperidae,Eristicophis,macmahonii,Animalia.Chordata.Reptilia.Squamata.Viperidae.Eristicophis.macmahonii,Mcmahon's viper,,,,,,14.6
3273,Animalia,Chordata,Reptilia,Squamata,Viperidae,Gloydius,blomhoffii,Animalia.Chordata.Reptilia.Squamata.Viperidae.Gloydius.blomhoffii,Japanese mamushi,,,,,,13.8
3274,Animalia,Chordata,Reptilia,Squamata,Viperidae,Lachesis,muta,Animalia.Chordata.Reptilia.Squamata.Viperidae.Lachesis.muta,Bushmaster,1460,1460,77,10,,31.6
3275,Animalia,Chordata,Reptilia,Squamata,Viperidae,Macrovipera,lebetina,Animalia.Chordata.Reptilia.Squamata.Viperidae.Macrovipera.lebetina,Bluntnose viper,,,,,,13.3
3276,Animalia,Chordata,Reptilia,Squamata,Viperidae,Ophryacus,melanurus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Ophryacus.melanurus,Black-tailed montane pit viper,,,,,,17.1
3277,Animalia,Chordata,Reptilia,Squamata,Viperidae,Ophryacus,undulatus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Ophryacus.undulatus,Mexican horned pit viper,,,,,,14.9
3278,Animalia,Chordata,Reptilia,Squamata,Viperidae,Ovophis,okinavensis,Animalia.Chordata.Reptilia.Squamata.Viperidae.Ovophis.okinavensis,Okinawan habu,,,,,,19
3279,Animalia,Chordata,Reptilia,Squamata,Viperidae,Pseudocerastes,persicus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Pseudocerastes.persicus,Persian horned viper,,,,,,17.1
3280,Animalia,Chordata,Reptilia,Squamata,Viperidae,Sistrurus,catenatus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Sistrurus.catenatus,Massasauga,1100,1100,,8,,20
3281,Animalia,Chordata,Reptilia,Squamata,Viperidae,Sistrurus,miliarius,Animalia.Chordata.Reptilia.Squamata.Viperidae.Sistrurus.miliarius,Pigmy rattlesnake,,,,,,16.1
3282,Animalia,Chordata,Reptilia,Squamata,Viperidae,Sistrurus,ravus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Sistrurus.ravus,Pygmy rattlesnake,,,,,,14.8
3283,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,albolabris,Animalia.Chordata.Reptilia.Squamata.Viperidae.Trimeresurus.albolabris,White-lipped tree viper,,,,,,11.4
3284,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,flavoviridis,Animalia.Chordata.Reptilia.Squamata.Viperidae.Trimeresurus.flavoviridis,Yellow-spotted pit viper,,,,,,24.9
3285,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,gramineus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Trimeresurus.gramineus,Indian green tree viper,,,,,,8.4
3286,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,popeorum,Animalia.Chordata.Reptilia.Squamata.Viperidae.Trimeresurus.popeorum,Pope's pit viper,,,,,,14
3287,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,stejnegeri,Animalia.Chordata.Reptilia.Squamata.Viperidae.Trimeresurus.stejnegeri,Stejneger's pit viper,,,,,,
3288,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,ammodytes,Animalia.Chordata.Reptilia.Squamata.Viperidae.Vipera.ammodytes,Long-nosed viper,,,,,,22
3289,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,aspis,Animalia.Chordata.Reptilia.Squamata.Viperidae.Vipera.aspis,Asp viper,1460,1460,,,,25
3290,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,berus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Vipera.berus,Northern palaearctic viper,,,,,,19
3291,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,latastei,Animalia.Chordata.Reptilia.Squamata.Viperidae.Vipera.latastei,Lataste's viper,,,,,,9.7
3292,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,raddei,Animalia.Chordata.Reptilia.Squamata.Viperidae.Vipera.raddei,Armenian viper,,,,,,10.7
3293,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,xanthina,Animalia.Chordata.Reptilia.Squamata.Viperidae.Vipera.xanthina,Palestine viper,,,,,,16.4
3294,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,Lepidophyma,flavimaculatum,Animalia.Chordata.Reptilia.Squamata.Xantusiidae.Lepidophyma.flavimaculatum,Yellow-spotted night lizard,,,,,,11
3295,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,Xantusia,henshawi,Animalia.Chordata.Reptilia.Squamata.Xantusiidae.Xantusia.henshawi,Granite night lizard,,,,,,14.3
3296,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,Xantusia,riversiana,Animalia.Chordata.Reptilia.Squamata.Xantusiidae.Xantusia.riversiana,Island night lizard,,,,,,13.9
3297,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,Xantusia,vigilis,Animalia.Chordata.Reptilia.Squamata.Xantusiidae.Xantusia.vigilis,Desert night lizard,,,,,,10.9
3298,Animalia,Chordata,Reptilia,Squamata,Xenopeltidae,Xenopeltis,unicolor,Animalia.Chordata.Reptilia.Squamata.Xenopeltidae.Xenopeltis.unicolor,Sunbeam snake,,,,,,12.1
3299,Animalia,Chordata,Reptilia,Squamata,Xenophidia,Dispholidus,typus,Animalia.Chordata.Reptilia.Squamata.Xenophidia.Dispholidus.typus,Boomslang,,,,,,8.7
3301,Animalia,Chordata,Reptilia,Testudines,Carettochelyidae,Carettochelys,insculpta,Animalia.Chordata.Reptilia.Testudines.Carettochelyidae.Carettochelys.insculpta,Pignose turtle,,,,,,38.4
3302,Animalia,Chordata,Reptilia,Testudines,Chelidae,Chelodina,longicollis,Animalia.Chordata.Reptilia.Testudines.Chelidae.Chelodina.longicollis,Common snake-necked turtle,,,,,,37
3303,Animalia,Chordata,Reptilia,Testudines,Chelidae,Chelodina,oblonga,Animalia.Chordata.Reptilia.Testudines.Chelidae.Chelodina.oblonga,Oblong snakeneck turtle,,,,,,
3304,Animalia,Chordata,Reptilia,Testudines,Chelidae,Chelus,fimbriatus,Animalia.Chordata.Reptilia.Testudines.Chelidae.Chelus.fimbriatus,Mata mata,,,,,,35.8
3305,Animalia,Chordata,Reptilia,Testudines,Chelidae,Elseya,dentata,Animalia.Chordata.Reptilia.Testudines.Chelidae.Elseya.dentata,Northern Australian snapping turtle,,,,,,21.8
3306,Animalia,Chordata,Reptilia,Testudines,Chelidae,Emydura,krefftii,Animalia.Chordata.Reptilia.Testudines.Chelidae.Emydura.krefftii,Krefft's river turtle,,,,,,15.8
3307,Animalia,Chordata,Reptilia,Testudines,Chelidae,Emydura,macquarii,Animalia.Chordata.Reptilia.Testudines.Chelidae.Emydura.macquarii,Macquarie turtle,,,,,,20.9
3308,Animalia,Chordata,Reptilia,Testudines,Chelidae,Mesoclemmys,dahli,Animalia.Chordata.Reptilia.Testudines.Chelidae.Mesoclemmys.dahli,Dahl's toad-headed turtle,,,,,,27.4
3309,Animalia,Chordata,Reptilia,Testudines,Chelidae,Myuchelys,latisternum,Animalia.Chordata.Reptilia.Testudines.Chelidae.Myuchelys.latisternum,Serrated snapping turtle,,,,,,26.5
3310,Animalia,Chordata,Reptilia,Testudines,Chelidae,Phrynops,geoffroanus,Animalia.Chordata.Reptilia.Testudines.Chelidae.Phrynops.geoffroanus,Geoffrey's sideneck turtle,,,,,,37.5
3311,Animalia,Chordata,Reptilia,Testudines,Chelidae,Phrynops,hilarii,Animalia.Chordata.Reptilia.Testudines.Chelidae.Phrynops.hilarii,Hilaire's side-necked turtle,,,,,,37.4
3312,Animalia,Chordata,Reptilia,Testudines,Chelidae,Platemys,platycephala,Animalia.Chordata.Reptilia.Testudines.Chelidae.Platemys.platycephala,Twistneck turtle,,,,,,20
3313,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Caretta,caretta,Animalia.Chordata.Reptilia.Testudines.Cheloniidae.Caretta.caretta,Loggerhead sea turtle,3650,3650,60,115,156500,37
3314,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,mydas,Animalia.Chordata.Reptilia.Testudines.Cheloniidae.Chelonia.mydas,Green sea turtle,3650,3650,59,150,160000,75
3315,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys,imbricata,Animalia.Chordata.Reptilia.Testudines.Cheloniidae.Eretmochelys.imbricata,Hawksbill,1277,1277,,,,
3316,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,kempii,Animalia.Chordata.Reptilia.Testudines.Cheloniidae.Lepidochelys.kempii,Atlantic ridley,2190,2190,60,110,40500,
3317,Animalia,Chordata,Reptilia,Testudines,Chelydridae,Chelydra,serpentina,Animalia.Chordata.Reptilia.Testudines.Chelydridae.Chelydra.serpentina,Common snapping turtle,3285,2646,,,10250,47
3318,Animalia,Chordata,Reptilia,Testudines,Chelydridae,Macrochelys,temminckii,Animalia.Chordata.Reptilia.Testudines.Chelydridae.Macrochelys.temminckii,Alligator snapping turtle,4015,4015,120,30,58500,70.3
3319,Animalia,Chordata,Reptilia,Testudines,Dermatemydidae,Dermatemys,mawii,Animalia.Chordata.Reptilia.Testudines.Dermatemydidae.Dermatemys.mawii,Central american river turtle,,,,,,11.3
3320,Animalia,Chordata,Reptilia,Testudines,Dermochelyidae,Dermochelys,coriacea,Animalia.Chordata.Reptilia.Testudines.Dermochelyidae.Dermochelys.coriacea,Leatherback sea turtle,,,60,105,420000,30
3321,Animalia,Chordata,Reptilia,Testudines,Emydidae,Actinemys,marmorata,Animalia.Chordata.Reptilia.Testudines.Emydidae.Actinemys.marmorata,Southwestern pond turtle,,,,,,27.3
3322,Animalia,Chordata,Reptilia,Testudines,Emydidae,Chrysemys,picta,Animalia.Chordata.Reptilia.Testudines.Emydidae.Chrysemys.picta,Painted turtle,2750,1642,,,371.8,61
3323,Animalia,Chordata,Reptilia,Testudines,Emydidae,Clemmys,guttata,Animalia.Chordata.Reptilia.Testudines.Emydidae.Clemmys.guttata,Spotted turtle,2920,2920,77,3,,30
3324,Animalia,Chordata,Reptilia,Testudines,Emydidae,Deirochelys,reticularia,Animalia.Chordata.Reptilia.Testudines.Emydidae.Deirochelys.reticularia,Chicken turtle,1825,912,,,,24
3325,Animalia,Chordata,Reptilia,Testudines,Emydidae,Emydoidea,blandingii,Animalia.Chordata.Reptilia.Testudines.Emydidae.Emydoidea.blandingii,Blanding's turtle,6500,4380,,8,,77
3326,Animalia,Chordata,Reptilia,Testudines,Emydidae,Emys,orbicularis,Animalia.Chordata.Reptilia.Testudines.Emydidae.Emys.orbicularis,European pond turtle,,,,,,120
3327,Animalia,Chordata,Reptilia,Testudines,Emydidae,Glyptemys,insculpta,Animalia.Chordata.Reptilia.Testudines.Emydidae.Glyptemys.insculpta,Wood turtle,5840,5840,,,,60
3328,Animalia,Chordata,Reptilia,Testudines,Emydidae,Glyptemys,muhlenbergii,Animalia.Chordata.Reptilia.Testudines.Emydidae.Glyptemys.muhlenbergii,Bog turtle,2900,2900,90,3,,40
3329,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,barbouri,Animalia.Chordata.Reptilia.Testudines.Emydidae.Graptemys.barbouri,Barbour's map turtle,,,,,,31.7
3330,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,caglei,Animalia.Chordata.Reptilia.Testudines.Emydidae.Graptemys.caglei,Cagle's map turtle,,,,,,14.5
3331,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,geographica,Animalia.Chordata.Reptilia.Testudines.Emydidae.Graptemys.geographica,Common map turtle,5110,,,,,
3332,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,nigrinoda,Animalia.Chordata.Reptilia.Testudines.Emydidae.Graptemys.nigrinoda,Black-knobbed map turtle,,,,,,20.3
3333,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,oculifera,Animalia.Chordata.Reptilia.Testudines.Emydidae.Graptemys.oculifera,Ringed map turtle,,,,,,20.3
3334,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,pseudogeographica,Animalia.Chordata.Reptilia.Testudines.Emydidae.Graptemys.pseudogeographica,Mississippi map turtle,,,,,,35.4
3335,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,pulchra,Animalia.Chordata.Reptilia.Testudines.Emydidae.Graptemys.pulchra,Alabama map turtle,,,,,,15.7
3336,Animalia,Chordata,Reptilia,Testudines,Emydidae,Malaclemys,terrapin,Animalia.Chordata.Reptilia.Testudines.Emydidae.Malaclemys.terrapin,Diamondback terrapin,2190,910,84,9,720,
