brewery_name,type,state,state_breweries,state_Brewpub,state_Microbrewery,state_RegionalBrewery,state_ContractBrewery,state_MultitapBar,state_BOP-BrewOnPremise
Valley Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Valley Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Valley Brewing Co,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Ukiah Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Tustin Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Trumer Brauerei,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Trumer Brauerei,RegionalBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Triple Rock Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Tied House Cafe & Brewery (San Jose),Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Tied House Cafe & Brewery (Mt. View),Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Thirsty Bear Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Third Street Ale Works,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
The Brewhouse,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
The Beach Chalet,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Telegraph Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Taylor's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Taps Fishouse & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
"Tailgate Brewery, LLC",ContractBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Sudwerk Privatbrauerei Hübsch,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Sudwerk Brewery & Grill,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Stumptown Brewery,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Stone Brewing/World Bistro & Gardens,RegionalBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Steelhead Brewing Co - Burlingame,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Steelhead Brewery & Cafe,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Stadium Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
St. Stan's Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Speakeasy Ales and Lagers,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Spanish Peaks Brewing Co. ,ContractBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Sonoma Chicken & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Solana Beach Brewery (Pizza Port),Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Snowshoe Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Snowshoe Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Snowshoe Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Skyscraper Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Six Rivers Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Silverado Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Sierra Nevada Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Sierra Madre Brewing Co.,ContractBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Shmaltz Brewing Co,ContractBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Sequoia Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Sequoia Brewing Company,MultitapBar,California,284,184,77.0,8.0,11.0,2.0,2.0
Seabright Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Schooners Grille & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Santa Cruz Mountain Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Santa Cruz Aleworks,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Santa Barbara Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
San Pedro Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
San Marcos Brewery & Grill,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
San Francisco Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
San Diego Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Ruth McGowan's Brewpub,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Russian River Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Rubicon Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Rogue Ales Public House,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Rock Bottom Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Rock Bottom Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Rock Bottom Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Rock Bottom Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Riverside Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
River City Brewing,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Revolutionary Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Redondo Beach Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Red Rock Winery & Brewery,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Red Car Brewery & Restaurant,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Reaper Ale,ContractBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Pyramid Brewery & Alehouse,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Pyramid Alehouse Brewery & Restaurant,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Pyramid Alehouse,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Pyramid Alehouse,RegionalBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Port Brewing Co/The Lost Abbey,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Pizza Port Carlsbad Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Pizza Port Brewing Co-Solana Beach,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Pizza Port Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Peter B's Brewpub,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Pacific Coast Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Omaha Jack's Steakhouse & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Oggi's Pizza & Brewing Company (Carmel Mtn. Ranch),Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Oggi's Pizza & Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Oggi's Pizza & Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Oggi's Pizza & Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Oggi's Pizza & Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Oggi's Pizza & Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Oggi's Pizza & Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Oggi's Pizza & Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Oggi's Pizza & Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Oggi's Pizza & Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Oggi's Pizza & Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Oggi's Pizza & Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Oggi's Pizza & Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Oceanside Ale Works,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Ocean Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
North Coast Brewing Co.,RegionalBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Newport Beach Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
New English Brewing Co. Inc,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Napa Valley Brewing Co./ Calistoga Inn,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Mt. Shasta Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Moylan's Brewery & Restaurant,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Mount Tallac Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Mount St. Helena Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Morro Bay Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Moonlight Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Mission Brewery @ Miami Grill,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Miller Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Mendocino Brewing Co.,RegionalBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Mendocino Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Mary's Pizza Shack,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Marin Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
"Marauder Brewing, Inc",Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Mammoth Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Main Street Brewery/Lamppost Pizza,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Main Street Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Magnolia Pub & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Mad River Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Lost Coast Brewery,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Los Gatos Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Lodi Beer Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Lockdown Brewing Company,ContractBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Linden Street Brewery,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Lightning Brewery,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Library Alehouse,MultitapBar,California,284,184,77.0,8.0,11.0,2.0,2.0
Lengthwise Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Left Coast Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Lagunitas Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
La Jolla Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
La Jolla Brew House,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Karl Strauss Brewery Restaurant,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Karl Strauss Brewery Gardens,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Karl Strauss Brewery Gardens,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Karl Strauss Brewery & Restaurant,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Karl Strauss Brewery & Restaurant,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Karl Strauss Brewery & Grill,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Karl Strauss Brewery & Grill,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Karl Strauss Breweries,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
JT Schmid's Brewhouse & Eatery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Jergensen Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Jack's Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Jack Russell Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
J.S. McNg Brewery Concern,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Island Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Iron Springs Pub & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Inland Empire Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Indian Wells Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Huntington Beach Beer Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Humboldt Brewing Co.,RegionalBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Hopyard,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
HopTown Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Hoppy Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Hollywood Beach Brewing Co. ,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Hollister Brewing Co,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Happy Valley Brewing,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Hansa Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Hangar 24 Craft Brewery,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Half Moon Bay Brewing,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Green Flash Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Great Sex Brewing,ContractBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Great Beer Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Gordon Biersch Brewing Co. (San Jose),Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Gordon Biersch Brewing Co. (San Jose),RegionalBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Gordon Biersch Brewing Co. (San Francisco),Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Gordon Biersch Brewing Co. (Palo Alto),Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Gordon Biersch Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Gordon Biersch Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Gordon Biersch Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Gordon Biersch Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Gordon Biersch Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Gold Hill Brewery,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Gold Country Brewing,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Full Circle Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Firestone Walker Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Firestone Walker Brewing,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Firehouse Grill & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Firehouse Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Fire House Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
FiftyFifty Brewing Co,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Feather River Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Faultline Brewing Co. (Sunnyvale),Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
"Etna Brewing Company, Inc.",Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
English Ales Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Elizabeth Street Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
El Toro Brewpub,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
El Toro Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
El Dorado Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Eel River Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Eagle Rock Brewery,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
E.J. Phair Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
E.J. Phair Brewing Co. & Alehouse,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Drakes Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Downtown Joe's Brewery & Restaurant,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Downtown Brewing,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Devil's Canyon Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Dempsey's Ale House,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Dale Bros. Brewery,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Creekside Brewing Co,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Craftsman Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Coronado Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Chau Tien,ContractBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Cervecerias La Cruda,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Central Coast Brewing Co.,ContractBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Carmel Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Callahan's Pub & Brewery,ContractBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Calistoga Inn/Napa Valley Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
California Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Butte Creek Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Burlingame Station/Steelhead Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Buffalo Bill's Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Broken Drum Brewery & Wood Grill,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
"Brewhouse, The",Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Brewhouse at Eastlake,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Brewery at Lake Tahoe,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Brewbakers Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Brewbakers #3,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
BrewBakers,BOP-BrewOnPremise,California,284,184,77.0,8.0,11.0,2.0,2.0
Brew It Up! Personal Brewery & Grill,BOP-BrewOnPremise,California,284,184,77.0,8.0,11.0,2.0,2.0
Breakwater Brewing Co,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Bradley's Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Boulder Creek Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Boulder Creek Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Bootleggers Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Bonaventure Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Blue Frog Grog & Grill,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Blind Lady Brewing Co,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Black Market Brewing Co,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery (Belmont Shore),Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Restaurant & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
BJ's Rest. & Brewery,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Bison Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Bison Brewing Co,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Big Bear Mountain Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Benchmark Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Belmont Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Bear Republic Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Beach House Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Beach Chalet Brewing Co.,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Bayhawk Ales,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Ballast Point Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Back Street Brewery/Lamppost Pizza,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Back Street Brewery/Lamppost Pizza,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Back Street Brewery/Lamppost Pizza,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Back Street Brewery/Lamppost Pizza,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Back Street Brewery/Lamppost Pizza,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Back Street Brewery/Lamppost Pizza,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Back Street Brewery/Lamppost Pizza,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Back Street Brewery/Lamppost Pizza,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Back Street Brewery/Lamppost Pizza,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Back Street Brewery/Lamppost Pizza,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Back Street Brewery/Lamppost Pizza,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Babe's Bar-B-Que & Brewery,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Auburn Ale House,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Anheuser-Busch Inc.- Los Angeles,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Angel City Brewing Company,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Anderson Valley Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Anchor Brewing Co.,RegionalBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Anacapa Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
American Beerguy Inc.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Alpine Beer Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
AleSmith Brewing Co.,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Ale Industries,Microbrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
Alcatraz Brewing Company,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Academy of Fine Beers,ContractBrewery,California,284,184,77.0,8.0,11.0,2.0,2.0
21st Amendment,Brewpub,California,284,184,77.0,8.0,11.0,2.0,2.0
Triple 7 Brewpub,Brewpub,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Tenaya Creek Brewery,Microbrewery,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Tahoe Mountain Brewery,Brewpub,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Sin City Brewing Co,ContractBrewery,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Silver Peak Restaurant & Brewery ,Brewpub,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Ruby Mountain Brewing Co.,Microbrewery,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Monte Carlo Casino/Brewery,Brewpub,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Main Street Station Brewery,Brewpub,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Great Basin Brewing Co.,Brewpub,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Gordon Biersch Brewing Co. (#9),Brewpub,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Ellis Island Casino and Brewery,Brewpub,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Colorado Belle Boiler Room Brewpub,Brewpub,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Chicago Brewing Co-NV,Brewpub,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
