HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,class,Commonname,fmat,Malematurity,diffmalefemalematurity,Gestation,Weaning,LitterClutchsize,LittersClutchesperyear,InterlitterInterbirthinterval,Birthweight,Weaningweight,Adultweight,Growthrate,Maximumlongevity,Source,Specimenorigin,Samplesize,Dataquality,IMR,MRDT,Metabolicrate,Bodymass,Temperature,References
3012,Animalia,Chordata,Reptilia,Squamata,Colubridae,Oxybelis,aeneus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Oxybelis.aeneus,Brown vine snake,,,0,,,,,,,,,,15.2,451,captivity,tiny,acceptable,,,,,,451
3013,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,catenifer,Animalia.Chordata.Reptilia.Squamata.Colubridae.Pituophis.catenifer,Gopher snake,,,0,,,,,,,,,,33.8,485,captivity,medium,acceptable,,,,,,485
3014,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,melanoleucus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Pituophis.melanoleucus,Bull snake,,,0,,,,,,,,,,22.4,485,captivity,medium,acceptable,,,,,,485
3015,Animalia,Chordata,Reptilia,Squamata,Colubridae,Psammophis,subtaeniatus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Psammophis.subtaeniatus,Stripe-belly sand racer,,,0,,,,,,,,,,5.8,485,captivity,small,acceptable,,,,,,485
3016,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pseudaspis,cana,Animalia.Chordata.Reptilia.Squamata.Colubridae.Pseudaspis.cana,Mole snake,,,0,,,,,,,,,,8.3,485,captivity,small,acceptable,,,,,,485
3017,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ptyas,mucosus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Ptyas.mucosus,Indian rat snake,,,0,,,,,,,,,,11.3,1,wild,medium,acceptable,,,,,,1
3018,Animalia,Chordata,Reptilia,Squamata,Colubridae,Regina,septemvittata,Animalia.Chordata.Reptilia.Squamata.Colubridae.Regina.septemvittata,Queen snake,1095,1095,0,,,,,,,,,,19.3,485,captivity,small,acceptable,,,,,,"485,528"
3019,Animalia,Chordata,Reptilia,Squamata,Colubridae,Rhamphiophis,oxyrhynchus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Rhamphiophis.oxyrhynchus,Rufous beaked snake,,,0,,,,,,,,,,13.3,485,captivity,small,acceptable,,,,,,485
3020,Animalia,Chordata,Reptilia,Squamata,Colubridae,Rhinocheilus,lecontei,Animalia.Chordata.Reptilia.Squamata.Colubridae.Rhinocheilus.lecontei,Western long-nosed snake,,,0,,,,,,,,,,19.8,485,captivity,small,acceptable,,,,,,485
3021,Animalia,Chordata,Reptilia,Squamata,Colubridae,Salvadora,hexalepis,Animalia.Chordata.Reptilia.Squamata.Colubridae.Salvadora.hexalepis,Western patch-nosed snake,,,0,,,,,,,,,,14.3,485,captivity,small,acceptable,,,,,,485
3022,Animalia,Chordata,Reptilia,Squamata,Colubridae,Senticolis,triaspis,Animalia.Chordata.Reptilia.Squamata.Colubridae.Senticolis.triaspis,Green rat snake,,,0,,,,,,,,,,19.8,451,captivity,small,acceptable,,,,,,451
3023,Animalia,Chordata,Reptilia,Squamata,Colubridae,Spalerosophis,diadema,Animalia.Chordata.Reptilia.Squamata.Colubridae.Spalerosophis.diadema,Diademed snake,547,547,0,,,,,,,,,,17,485,captivity,small,acceptable,,,,,,"485,759"
3024,Animalia,Chordata,Reptilia,Squamata,Colubridae,Spilotes,pullatus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Spilotes.pullatus,Tropical rat snake,,,0,,,,,,,,,,17.5,451,captivity,medium,acceptable,,,,,,451
3025,Animalia,Chordata,Reptilia,Squamata,Colubridae,Storeria,dekayi,Animalia.Chordata.Reptilia.Squamata.Colubridae.Storeria.dekayi,Brown snake,730,730,0,,,,,,,,,,7,451,captivity,tiny,acceptable,,,,,,"451,528"
3026,Animalia,Chordata,Reptilia,Squamata,Colubridae,Storeria,occipitomaculata,Animalia.Chordata.Reptilia.Squamata.Colubridae.Storeria.occipitomaculata,Redbelly snake,730,730,0,,,,,,,,,,4.6,451,captivity,tiny,questionable,,,,,,"451,468"
3027,Animalia,Chordata,Reptilia,Squamata,Colubridae,Telescopus,semiannulatus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Telescopus.semiannulatus,Eastern tiger snake,,,0,,,,,,,,,,7.6,485,captivity,tiny,acceptable,,,,,,485
3028,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,butleri,Animalia.Chordata.Reptilia.Squamata.Colubridae.Thamnophis.butleri,Butler's garter snake,730,,-730,,,12,,,,,,,14,451,captivity,tiny,acceptable,,,,,,"451,468"
3029,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,couchii,Animalia.Chordata.Reptilia.Squamata.Colubridae.Thamnophis.couchii,Western aquatic garter snake,,,0,,,,,,,,,,7.7,485,captivity,small,acceptable,,,,,,485
3030,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,cyrtopsis,Animalia.Chordata.Reptilia.Squamata.Colubridae.Thamnophis.cyrtopsis,Eastern blackneck garter snake,,,0,,,,,,,,,,10.8,485,captivity,tiny,acceptable,,,,,,485
3031,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,elegans,Animalia.Chordata.Reptilia.Squamata.Colubridae.Thamnophis.elegans,Western terrestrial garter snake,,,0,,,,,,,,,,17.8,451,captivity,tiny,acceptable,,,,,,"4,517,668,839,189,500,000"
3032,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,marcianus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Thamnophis.marcianus,Checkered garter snake,547,547,0,,,,,,,,,,7,759,unknown,medium,acceptable,,,,,,759
3033,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,ordinoides,Animalia.Chordata.Reptilia.Squamata.Colubridae.Thamnophis.ordinoides,Northwestern garter snake,,,0,,,,,,,,,,15.8,485,captivity,tiny,acceptable,,,,,,485
3034,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,radix,Animalia.Chordata.Reptilia.Squamata.Colubridae.Thamnophis.radix,Plains garter snake,,,0,,,,,,,,,,8.4,451,captivity,medium,acceptable,,,,,,451
3035,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sauritus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Thamnophis.sauritus,Eastern ribbon snake,730,730,0,,,14,,,,,,,10.6,451,captivity,small,acceptable,,,,,,"19,451,468"
3036,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,Animalia.Chordata.Reptilia.Squamata.Colubridae.Thamnophis.sirtalis,Common garter snake,730,730,0,100,,,,,,,150,,14,485,captivity,medium,acceptable,,,,,,"1,762,894,484,684,850,000"
3037,Animalia,Chordata,Reptilia,Squamata,Colubridae,Trimorphodon,biscutatus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Trimorphodon.biscutatus,Western lyresnake,,,0,,,,,,,,,,11.8,485,captivity,small,acceptable,,,,,,485
3038,Animalia,Chordata,Reptilia,Squamata,Colubridae,Uromacer,oxyrhynchus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Uromacer.oxyrhynchus,Pointed snake,,,0,,,,,,,,,,18.9,485,captivity,small,acceptable,,,,,,485
3039,Animalia,Chordata,Reptilia,Squamata,Colubridae,Virginia,striatula,Animalia.Chordata.Reptilia.Squamata.Colubridae.Virginia.striatula,Rough earth snake,730,547,-183,,,,,,,,,,7.2,451,captivity,small,acceptable,,,,,,"451,528"
3040,Animalia,Chordata,Reptilia,Squamata,Colubridae,Virginia,valeriae,Animalia.Chordata.Reptilia.Squamata.Colubridae.Virginia.valeriae,Smooth earth snake,,,0,,,,,,,,,,9.5,451,captivity,small,acceptable,,,,,,451
3041,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,cataphractus,Animalia.Chordata.Reptilia.Squamata.Cordylidae.Cordylus.cataphractus,Armadillo girdled lizard,,,0,,,,,,,,,,20.2,451,captivity,small,acceptable,,,,,,451
3042,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,cordylus,Animalia.Chordata.Reptilia.Squamata.Cordylidae.Cordylus.cordylus,Rough-scaled girdled lizard,,,0,,,,,,,,,,15.6,451,captivity,small,acceptable,,,,,,451
3043,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,giganteus,Animalia.Chordata.Reptilia.Squamata.Cordylidae.Cordylus.giganteus,Giant spinytail lizard,,,0,,,,,,,,,,24.9,451,captivity,small,acceptable,,,,,,451
3044,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,warreni,Animalia.Chordata.Reptilia.Squamata.Cordylidae.Cordylus.warreni,Warren's spinytail lizard,,,0,,,,,,,,,,19.8,451,captivity,medium,acceptable,,,,,,451
3045,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Gerrhosaurus,major,Animalia.Chordata.Reptilia.Squamata.Cordylidae.Gerrhosaurus.major,Rough-scaled plated lizard,,,0,,,,,,,,,,24,485,captivity,medium,acceptable,,,,,,485
3046,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Gerrhosaurus,validus,Animalia.Chordata.Reptilia.Squamata.Cordylidae.Gerrhosaurus.validus,Giant plated lizard,,,0,,,,,,,,,,17.2,451,captivity,medium,acceptable,,,,,,451
3047,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,guttatus,Animalia.Chordata.Reptilia.Squamata.Cordylidae.Platysaurus.guttatus,Lesser flat lizard,,,0,,,,,,,,,,15.6,451,captivity,tiny,acceptable,,,,,,451
3048,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,imperator,Animalia.Chordata.Reptilia.Squamata.Cordylidae.Platysaurus.imperator,Emperor flat lizard,,,0,,,,,,,,,,14,451,captivity,tiny,acceptable,,,,,,451
3049,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,plumifrons,Animalia.Chordata.Reptilia.Squamata.Corytophanidae.Basiliscus.plumifrons,Green basilisk,,,0,,,,,,,,,,13,485,captivity,large,acceptable,,,,,,485
3050,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,vittatus,Animalia.Chordata.Reptilia.Squamata.Corytophanidae.Basiliscus.vittatus,Brown basilisk,,,0,,,,,,,,,,9.1,485,captivity,medium,acceptable,,,,,,485
3051,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Corytophanes,cristatus,Animalia.Chordata.Reptilia.Squamata.Corytophanidae.Corytophanes.cristatus,Smooth helmeted iguana,,,0,,,,,,,,,,7.1,451,captivity,small,acceptable,,,,,,451
3052,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Laemanctus,longipes,Animalia.Chordata.Reptilia.Squamata.Corytophanidae.Laemanctus.longipes,Eastern casquehead iguana,,,0,,,,,,,,,,15.4,451,captivity,small,acceptable,,,,,,451
3053,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,bimaculatus,Animalia.Chordata.Reptilia.Squamata.Dactyloidae.Anolis.bimaculatus,Panther anole,,,0,,,,,,,,,,7,451,captivity,tiny,acceptable,,,,,,451
3054,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,carolinensis,Animalia.Chordata.Reptilia.Squamata.Dactyloidae.Anolis.carolinensis,Green anole,,,0,,,,,,,,,,7.2,451,captivity,medium,acceptable,,,,,,451
3055,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,cuvieri,Animalia.Chordata.Reptilia.Squamata.Dactyloidae.Anolis.cuvieri,Puerto Rican giant anole,,,0,,,,,,,,,,9.2,451,captivity,small,acceptable,,,,,,451
3056,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,equestris,Animalia.Chordata.Reptilia.Squamata.Dactyloidae.Anolis.equestris,Knight anole,,,0,,,,,,,,,,16.5,485,captivity,medium,acceptable,,,,,,485
3057,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,roquet,Animalia.Chordata.Reptilia.Squamata.Dactyloidae.Anolis.roquet,Anole,,,0,,,,,,,,,,6.7,451,captivity,medium,acceptable,,,,,,451
3058,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Hoplodactylus,duvaucelii,Animalia.Chordata.Reptilia.Squamata.Diplodactylidae.Hoplodactylus.duvaucelii,Giant gecko,,,0,,,,,,,,,,25,451,captivity,small,acceptable,,,,,,"451,581"
3059,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,elegans,Animalia.Chordata.Reptilia.Squamata.Diplodactylidae.Naultinus.elegans,Auckland green gecko,,,0,,,,,,,,,,20,451,captivity,small,acceptable,,,,,,451
3060,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,gemmeus,Animalia.Chordata.Reptilia.Squamata.Diplodactylidae.Naultinus.gemmeus,Jewelled gecko,,,0,,,,,,,,,,16,451,captivity,small,acceptable,,,,,,451
3061,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,grayii,Animalia.Chordata.Reptilia.Squamata.Diplodactylidae.Naultinus.grayii,Northland green gecko,,,0,,,,,,,,,,16,451,captivity,small,acceptable,,,,,,451
3062,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,rudis,Animalia.Chordata.Reptilia.Squamata.Diplodactylidae.Naultinus.rudis,Rough scale gecko,,,0,,,,,,,,,,13,451,captivity,tiny,acceptable,,,,,,451
3063,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Oedura,marmorata,Animalia.Chordata.Reptilia.Squamata.Diplodactylidae.Oedura.marmorata,Marbled velvet gecko,,,0,,,,,,,,,,21.2,485,captivity,small,acceptable,,,,,,485
3064,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Rhacodactylus,leachianus,Animalia.Chordata.Reptilia.Squamata.Diplodactylidae.Rhacodactylus.leachianus,New Caledonia giant gecko,,,0,,,,,,,,,,8.5,451,captivity,medium,acceptable,,,,,,451
3065,Animalia,Chordata,Reptilia,Squamata,Elapidae,Acanthophis,antarcticus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Acanthophis.antarcticus,Common death adder,,,0,,,,,,,,,,9.3,451,captivity,tiny,acceptable,,,,,,451
3066,Animalia,Chordata,Reptilia,Squamata,Elapidae,Aspidelaps,lubricus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Aspidelaps.lubricus,Coral snake,,,0,,,,,,,,,,9,451,captivity,small,acceptable,,,,,,451
3067,Animalia,Chordata,Reptilia,Squamata,Elapidae,Aspidelaps,scutatus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Aspidelaps.scutatus,Shieldnose cobra,,,0,,,,,,,,,,13.5,485,captivity,small,acceptable,,,,,,485
3068,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,caeruleus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Bungarus.caeruleus,Indian krait,,,0,,,,,,,,,,17.4,485,captivity,tiny,acceptable,,,,,,485
3069,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,fasciatus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Bungarus.fasciatus,Red-headed krait,,,0,,,,,,,,,,13.2,485,captivity,tiny,acceptable,,,,,,485
3070,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,multicinctus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Bungarus.multicinctus,Many-banded krait,,,0,,,,,,,,,,13.7,485,captivity,small,acceptable,,,,,,485
3071,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,angusticeps,Animalia.Chordata.Reptilia.Squamata.Elapidae.Dendroaspis.angusticeps,Common mamba,,,0,,,,,,,,,,18.8,451,captivity,medium,acceptable,,,,,,451
3072,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,jamesoni,Animalia.Chordata.Reptilia.Squamata.Elapidae.Dendroaspis.jamesoni,Jameson's mamba,,,0,,,,,,,,,,13.1,485,captivity,small,acceptable,,,,,,485
3073,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,polylepis,Animalia.Chordata.Reptilia.Squamata.Elapidae.Dendroaspis.polylepis,Black mamba,,,0,,,,,,,,,,26.2,451,captivity,small,acceptable,,,,,,451
3074,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,viridis,Animalia.Chordata.Reptilia.Squamata.Elapidae.Dendroaspis.viridis,Green mamba,,,0,,,,,,,,,,18.7,485,captivity,medium,acceptable,,,,,,485
3075,Animalia,Chordata,Reptilia,Squamata,Elapidae,Elapsoidea,sundevallii,Animalia.Chordata.Reptilia.Squamata.Elapidae.Elapsoidea.sundevallii,Sundevall's garter sanke,,,0,,,,,,,,,,11.6,485,captivity,small,acceptable,,,,,,485
3076,Animalia,Chordata,Reptilia,Squamata,Elapidae,Hemachatus,haemachatus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Hemachatus.haemachatus,Ringneck spitting cobra,,,0,,,,,,,,,,13,451,captivity,small,acceptable,,,,,,451
3077,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micruroides,euryxanthus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Micruroides.euryxanthus,Western coral snake,,,0,,,,,,,,,,17.6,451,captivity,small,acceptable,,,,,,451
3078,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micrurus,fulvius,Animalia.Chordata.Reptilia.Squamata.Elapidae.Micrurus.fulvius,Eastern coral snake,,,0,,,,,,,,,,19,451,captivity,small,acceptable,,,,,,451
3079,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,atra,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.atra,Indian/golden spitting cobra,,,0,,,,,,,,,,11.7,485,captivity,small,acceptable,,,,,,485
3080,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,haje,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.haje,Egyptian cobra,,,0,,,,,,,,,,22.1,451,captivity,medium,acceptable,,,,,,451
3081,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,kaouthia,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.kaouthia,Indian/monocled cobra,,,0,,,,,,,,,,25.4,485,captivity,small,acceptable,,,,,,485
3082,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,melanoleuca,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.melanoleuca,Black and white-lipped cobra,,,0,,,,,,,,,,29.1,485,captivity,small,acceptable,,,,,,485
3083,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,mossambica,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.mossambica,Mozambique spitting cobra,,,0,,,,,,,,,,16.7,451,captivity,small,acceptable,,,,,,451
3084,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,naja,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.naja,Indian cobra,,,0,,,,,,,,,,32.3,451,captivity,medium,acceptable,,,,,,451
3085,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,nigricollis,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.nigricollis,Blackneck spitting cobra,,,0,,,,,,,,,,23.2,451,captivity,small,acceptable,,,,,,451
3086,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,nivea,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.nivea,Cape cobra,,,0,,,,,,,,,,26,485,captivity,small,acceptable,,,,,,485
3087,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,pallida,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.pallida,Red spitting cobra,,,0,,,,,,,,,,20.2,485,captivity,medium,acceptable,,,,,,485
3088,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,samarensis,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.samarensis,Indian/southeastern philippine cobra,,,0,,,,,,,,,,11.4,485,captivity,small,acceptable,,,,,,485
3089,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,sputatrix,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.sputatrix,Indian/Indochinese spitting cobra,,,0,,,,,,,,,,13.5,485,captivity,small,acceptable,,,,,,485
3090,Animalia,Chordata,Reptilia,Squamata,Elapidae,Notechis,scutatus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Notechis.scutatus,Mainland tigersnake,,,0,,,,,,,,,,14.1,485,captivity,small,acceptable,,,,,,485
3091,Animalia,Chordata,Reptilia,Squamata,Elapidae,Ophiophagus,hannah,Animalia.Chordata.Reptilia.Squamata.Elapidae.Ophiophagus.hannah,King cobra,,,0,,,,,,,,,,22.5,485,captivity,tiny,acceptable,,,,,,485
3092,Animalia,Chordata,Reptilia,Squamata,Elapidae,Oxyuranus,scutellatus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Oxyuranus.scutellatus,Taipan,,,0,,,,,,,,,,15.6,451,captivity,small,acceptable,,,,,,451
3093,Animalia,Chordata,Reptilia,Squamata,Elapidae,Pseudechis,australis,Animalia.Chordata.Reptilia.Squamata.Elapidae.Pseudechis.australis,King grown/brown snake,,,0,,,,,,,,,,11.1,485,captivity,small,acceptable,,,,,,485
3094,Animalia,Chordata,Reptilia,Squamata,Elapidae,Pseudechis,porphyriacus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Pseudechis.porphyriacus,Australian purplish death adder,,,0,,,,,,,,,,11.6,485,captivity,medium,acceptable,,,,,,485
3095,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,colubrinus,Animalia.Chordata.Reptilia.Squamata.Erycidae.Eryx.colubrinus,Kenya sand-boa,,,0,,,,,,,,,,20.7,451,captivity,small,acceptable,,,,,,451
3096,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,conicus,Animalia.Chordata.Reptilia.Squamata.Erycidae.Eryx.conicus,Rough-scaled sand-boa,,,0,,,,,,,,,,28.2,485,captivity,small,acceptable,,,,,,485
3097,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,jaculus,Animalia.Chordata.Reptilia.Squamata.Erycidae.Eryx.jaculus,Caucasian sand-boa,,,0,,,,,,,,,,24.7,485,captivity,tiny,acceptable,,,,,,485
3098,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,johnii,Animalia.Chordata.Reptilia.Squamata.Erycidae.Eryx.johnii,John's Indian sand-boa,,,0,,,,,,,,,,24.4,485,captivity,small,acceptable,,,,,,485
3099,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,tataricus,Animalia.Chordata.Reptilia.Squamata.Erycidae.Eryx.tataricus,Tartar sand-boa,,,0,,,,,,,,,,24,451,captivity,small,acceptable,,,,,,451
3100,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,elegans,Animalia.Chordata.Reptilia.Squamata.Eublepharidae.Coleonyx.elegans,Mexican banded gecko,,,0,,,,,,,,,,11,451,captivity,tiny,questionable,,,,,,451
3101,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,variegatus,Animalia.Chordata.Reptilia.Squamata.Eublepharidae.Coleonyx.variegatus,Western banded gecko,,,0,,,,,,,,,,15.2,485,captivity,small,acceptable,,,,,,485
3102,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Eublepharis,macularius,Animalia.Chordata.Reptilia.Squamata.Eublepharidae.Eublepharis.macularius,Leopard gecko,400,400,0,55,,2,,,,,,,28.5,451,captivity,large,acceptable,,,,,,"448,451"
3103,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Hemitheconyx,caudicinctus,Animalia.Chordata.Reptilia.Squamata.Eublepharidae.Hemitheconyx.caudicinctus,African fat-tailed gecko,,,0,,,,,,,,,,16.2,451,captivity,medium,acceptable,,,,,,451
3104,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Chondrodactylus,angulifer,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Chondrodactylus.angulifer,Namib sand gecko,,,0,,,,,,,,,,10.8,451,captivity,small,acceptable,,,,,,451
3105,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Chondrodactylus,bibronii,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Chondrodactylus.bibronii,Bibron's gecko,,,0,,,,,,,,,,6.1,451,captivity,small,acceptable,,,,,,451
3106,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Christinus,marmoratus,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Christinus.marmoratus,Marbled gecko,,,0,,,,,,,,,,12.8,451,captivity,small,acceptable,,,,,,451
3107,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Dactylocnemis,pacificus,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Dactylocnemis.pacificus,Pacific sticky-toed gecko,,,0,,,,,,,,,,13,451,captivity,small,questionable,,,,,,451
3108,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gehyra,oceanica,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Gehyra.oceanica,Oceanic dtella,,,0,,,,,,,,,,10.5,485,captivity,small,acceptable,,,,,,485
3109,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gekko,gecko,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Gekko.gecko,Tokay gecko,,,0,,,,,,,,,,23.5,485,captivity,large,acceptable,,,,,,485
3110,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,frenatus,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Hemidactylus.frenatus,Common house gecko,365,365,0,58,,2,,,,,,,,,unknown,medium,low,,,,,,
3111,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,turcicus,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Hemidactylus.turcicus,Mediterranean house gecko,,,0,,,,,,,,,,8.4,451,captivity,small,acceptable,,,,,,451
3112,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Heteronotia,binoei,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Heteronotia.binoei,Prickly gecko,,,0,,,,,,,,,,13.6,451,captivity,small,acceptable,,,,,,451
3113,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Mokopirirakau,granulatus,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Mokopirirakau.granulatus,Forest gecko,,,0,,,,,,,,,,21,451,captivity,medium,acceptable,,,,,,451
3114,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,astriata,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.astriata,Seychelles small day gecko,,,0,,,,,,,,,,7.4,451,captivity,small,acceptable,,,,,,451
3115,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,cepediana,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.cepediana,Blue-tailed day gecko,,,0,,,,,,,,,,9.3,451,captivity,small,acceptable,,,,,,451
3116,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,guentheri,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.guentheri,Round island day gecko,,,0,,,,,,,,,,17.8,451,captivity,tiny,acceptable,,,,,,451
3117,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,guimbeaui,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.guimbeaui,Orange-spotted day gecko,,,0,,,,,,,,,,7.1,451,captivity,small,acceptable,,,,,,451
