HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,class,Commonname,fmat,Malematurity,diffmalefemalematurity,Gestation,Weaning,LitterClutchsize,LittersClutchesperyear,InterlitterInterbirthinterval,Birthweight,Weaningweight,Adultweight,Growthrate,Maximumlongevity,Source,Specimenorigin,Samplesize,Dataquality,IMR,MRDT,Metabolicrate,Bodymass,Temperature,References
2905,Animalia,Chordata,Reptilia,Squamata,Agamidae,Chlamydosaurus,kingii,Animalia.Chordata.Reptilia.Squamata.Agamidae.Chlamydosaurus.kingii,Frilled lizard,,,0,,,,,,,,,,9.9,451,captivity,medium,acceptable,,,,,,451
2906,Animalia,Chordata,Reptilia,Squamata,Agamidae,Hydrosaurus,amboinensis,Animalia.Chordata.Reptilia.Squamata.Agamidae.Hydrosaurus.amboinensis,Sailfin lizard,,,0,,,,,,,,,,24.4,451,captivity,small,acceptable,,,,,,451
2907,Animalia,Chordata,Reptilia,Squamata,Agamidae,Hydrosaurus,pustulatus,Animalia.Chordata.Reptilia.Squamata.Agamidae.Hydrosaurus.pustulatus,Philippine sailfin lizard,,,0,,,,,,,,,,15.2,451,captivity,medium,acceptable,,,,,,451
2908,Animalia,Chordata,Reptilia,Squamata,Agamidae,Laudakia,stellio,Animalia.Chordata.Reptilia.Squamata.Agamidae.Laudakia.stellio,Levant starred lizard,,,0,,,,,,,,,,6,451,captivity,small,acceptable,,,,,,451
2909,Animalia,Chordata,Reptilia,Squamata,Agamidae,Leiolepis,belliana,Animalia.Chordata.Reptilia.Squamata.Agamidae.Leiolepis.belliana,Butterfly lizard,,,0,,,,,,,,,,5.6,485,captivity,tiny,questionable,,,,,,485
2910,Animalia,Chordata,Reptilia,Squamata,Agamidae,Physignathus,cocincinus,Animalia.Chordata.Reptilia.Squamata.Agamidae.Physignathus.cocincinus,Water dragon,,,0,,,,,,,,,,15.3,451,captivity,medium,acceptable,,,,,,451
2911,Animalia,Chordata,Reptilia,Squamata,Agamidae,Physignathus,lesueurii,Animalia.Chordata.Reptilia.Squamata.Agamidae.Physignathus.lesueurii,Eastern water dragon,,,0,,,,,,,,,,18.9,451,captivity,medium,acceptable,,,,,,451
2912,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Animalia.Chordata.Reptilia.Squamata.Agamidae.Pogona.barbata,Eastern bearded dragon,,,0,,,,,,,,,,9.9,1,captivity,medium,acceptable,,,,,,1
2913,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,vitticeps,Animalia.Chordata.Reptilia.Squamata.Agamidae.Pogona.vitticeps,Central bearded dragon,,,0,,,,,,,,500,,12,992,unknown,medium,questionable,,,,,,992
2914,Animalia,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,acanthinura,Animalia.Chordata.Reptilia.Squamata.Agamidae.Uromastyx.acanthinura,North African spiny dabb lizard,,,0,,,,,,,,,,11.4,582,captivity,medium,acceptable,,,,,,582
2915,Animalia,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,aegyptia,Animalia.Chordata.Reptilia.Squamata.Agamidae.Uromastyx.aegyptia,Egyptian spiny-tailed lizard,,,0,,,,,,,,,,15.3,451,captivity,medium,acceptable,,,,,,"4,511,186"
2916,Animalia,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,dispar,Animalia.Chordata.Reptilia.Squamata.Agamidae.Uromastyx.dispar,Sudan mastigure,,,0,,,,,,,,,,17,website feedback,captivity,tiny,questionable,,,,,,
2917,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,alba,Animalia.Chordata.Reptilia.Squamata.Amphisbaenidae.Amphisbaena.alba,Red worm lizard,,,0,,,,,,,,,,15.1,485,captivity,small,acceptable,,,,,,485
2918,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Blanus,cinereus,Animalia.Chordata.Reptilia.Squamata.Amphisbaenidae.Blanus.cinereus,Spanish grey amphisbaena,,,0,,,,,,,,,,16,451,captivity,small,acceptable,,,,,,451
2919,Animalia,Chordata,Reptilia,Squamata,Anguidae,Anguis,fragilis,Animalia.Chordata.Reptilia.Squamata.Anguidae.Anguis.fragilis,Slow worm,,,0,,,,,,,,,,54,1,captivity,medium,acceptable,,,,,,1
2920,Animalia,Chordata,Reptilia,Squamata,Anguidae,Diploglossus,monotropis,Animalia.Chordata.Reptilia.Squamata.Anguidae.Diploglossus.monotropis,Galliwasp,,,0,,,,,,,,,,12.3,451,captivity,small,acceptable,,,,,,451
2921,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,kingii,Animalia.Chordata.Reptilia.Squamata.Anguidae.Elgaria.kingii,Madrean alligator lizard,,,0,,,,,,,,,,12.3,451,captivity,small,acceptable,,,,,,451
2922,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,multicarinata,Animalia.Chordata.Reptilia.Squamata.Anguidae.Elgaria.multicarinata,Southern alligator lizard,,,0,,,,,,,,31.5,,9.8,451,captivity,small,acceptable,,,0.0132,31.5,295.5,"37,451"
2923,Animalia,Chordata,Reptilia,Squamata,Anguidae,Gerrhonotus,liocephalus,Animalia.Chordata.Reptilia.Squamata.Anguidae.Gerrhonotus.liocephalus,Texas alligator lizard,,,0,,,,,,,,,,,,unknown,tiny,low,,,,,,451
2924,Animalia,Chordata,Reptilia,Squamata,Anguidae,Ophisaurus,ventralis,Animalia.Chordata.Reptilia.Squamata.Anguidae.Ophisaurus.ventralis,Eastern glass lizard,,,0,,,,,,,,,,14.8,451,captivity,small,acceptable,,,,,,451
2925,Animalia,Chordata,Reptilia,Squamata,Anguidae,Pseudopus,apodus,Animalia.Chordata.Reptilia.Squamata.Anguidae.Pseudopus.apodus,Armored glass lizard,730,730,0,42,,8,,,,,450,,54,448,unknown,medium,acceptable,,,,,,448
2926,Animalia,Chordata,Reptilia,Squamata,Atractaspididae,Atractaspis,bibronii,Animalia.Chordata.Reptilia.Squamata.Atractaspididae.Atractaspis.bibronii,Bibron's mole viper,,,0,,,,,,,,,,23.9,485,captivity,small,acceptable,,,,,,485
2927,Animalia,Chordata,Reptilia,Squamata,Boidae,Boa,constrictor,Animalia.Chordata.Reptilia.Squamata.Boidae.Boa.constrictor,Boa constrictor,1095,1095,0,125,,35,,,,,3532,,40.4,485,captivity,large,acceptable,,,0.3589,3532,293,"37,448,485,527"
2928,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,angulifer,Animalia.Chordata.Reptilia.Squamata.Boidae.Chilabothrus.angulifer,Cuban boa,,,0,,,,,,,,,,22.6,485,captivity,medium,acceptable,,,,,,485
2929,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,chrysogaster,Animalia.Chordata.Reptilia.Squamata.Boidae.Chilabothrus.chrysogaster,Turks and Caicos boa,,,0,,,,,,,,,,14.2,451,captivity,small,acceptable,,,,,,451
2930,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,exsul,Animalia.Chordata.Reptilia.Squamata.Boidae.Chilabothrus.exsul,Abaco Island boa,,,0,,,,,,,,,,21.7,485,captivity,small,acceptable,,,,,,485
2931,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,fordii,Animalia.Chordata.Reptilia.Squamata.Boidae.Chilabothrus.fordii,Haitian ground boa,,,0,,,,,,,,,,24.4,451,captivity,small,acceptable,,,,,,451
2932,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,inornatus,Animalia.Chordata.Reptilia.Squamata.Boidae.Chilabothrus.inornatus,Puerto rican boa,,,0,,,,,,,,,,23.9,451,captivity,small,acceptable,,,,,,451
2933,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,striatus,Animalia.Chordata.Reptilia.Squamata.Boidae.Chilabothrus.striatus,Haitian boa,,,0,,,,,,,,,,22.1,485,captivity,medium,acceptable,,,,,,485
2934,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,subflavus,Animalia.Chordata.Reptilia.Squamata.Boidae.Chilabothrus.subflavus,Jamaica boa,,,0,,,,,,,,,,24.3,451,captivity,medium,acceptable,,,,,,451
2935,Animalia,Chordata,Reptilia,Squamata,Boidae,Corallus,annulatus,Animalia.Chordata.Reptilia.Squamata.Boidae.Corallus.annulatus,Annulated boa,,,0,,,,,,,,,,15.3,451,captivity,small,acceptable,,,,,,451
2936,Animalia,Chordata,Reptilia,Squamata,Boidae,Corallus,caninus,Animalia.Chordata.Reptilia.Squamata.Boidae.Corallus.caninus,Emerald tree-boa,,,0,,,,,,,,,,18.6,451,captivity,medium,acceptable,,,,,,451
2937,Animalia,Chordata,Reptilia,Squamata,Boidae,Corallus,hortulanus,Animalia.Chordata.Reptilia.Squamata.Boidae.Corallus.hortulanus,Amazonian tree boa,,,0,,,,,,,,,,15,451,captivity,medium,acceptable,,,,,,451
2938,Animalia,Chordata,Reptilia,Squamata,Boidae,Epicrates,cenchria,Animalia.Chordata.Reptilia.Squamata.Boidae.Epicrates.cenchria,Rainbow boa,,,0,,,,,,,,,,31,485,captivity,large,acceptable,,,,,,485
2939,Animalia,Chordata,Reptilia,Squamata,Boidae,Eunectes,deschauenseei,Animalia.Chordata.Reptilia.Squamata.Boidae.Eunectes.deschauenseei,Dark-spotted anaconda,,,0,,,,,,,,,,23.2,451,captivity,small,acceptable,,,,,,451
2940,Animalia,Chordata,Reptilia,Squamata,Boidae,Eunectes,murinus,Animalia.Chordata.Reptilia.Squamata.Boidae.Eunectes.murinus,Green anaconda,,,0,,,,,,,,,,31.8,451,captivity,medium,acceptable,,,,,,451
2941,Animalia,Chordata,Reptilia,Squamata,Boidae,Eunectes,notaeus,Animalia.Chordata.Reptilia.Squamata.Boidae.Eunectes.notaeus,Paraguayan anaconda,,,0,,,,,,,,,,23.6,451,captivity,medium,acceptable,,,,,,"448,451"
2942,Animalia,Chordata,Reptilia,Squamata,Bolyeriidae,Casarea,dussumieri,Animalia.Chordata.Reptilia.Squamata.Bolyeriidae.Casarea.dussumieri,Round Island boas,,,0,,,,,,,,,,17.8,451,captivity,small,acceptable,,,,,,451
2943,Animalia,Chordata,Reptilia,Squamata,Candoiidae,Candoia,aspera,Animalia.Chordata.Reptilia.Squamata.Candoiidae.Candoia.aspera,New Guinea boa,,,0,,,,,,,,,,9.9,485,captivity,small,acceptable,,,,,,485
2944,Animalia,Chordata,Reptilia,Squamata,Candoiidae,Candoia,bibroni,Animalia.Chordata.Reptilia.Squamata.Candoiidae.Candoia.bibroni,Pacific tree boa,,,0,,,,,,,,,,16.9,451,captivity,small,acceptable,,,,,,451
2945,Animalia,Chordata,Reptilia,Squamata,Candoiidae,Candoia,carinata,Animalia.Chordata.Reptilia.Squamata.Candoiidae.Candoia.carinata,Pacific ground boa,,,0,,,,,,,,,,16.6,485,captivity,medium,acceptable,,,,,,485
2946,Animalia,Chordata,Reptilia,Squamata,Carphodactylidae,Underwoodisaurus,milii,Animalia.Chordata.Reptilia.Squamata.Carphodactylidae.Underwoodisaurus.milii,Thick-tailed gecko,,,0,,,,,,,,,,12,451,captivity,small,acceptable,,,,,,451
2947,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,parsonii,Animalia.Chordata.Reptilia.Squamata.Chamaeleonidae.Calumma.parsonii,Parson's chameleon,,,0,,,,,,,,,,9,1291,captivity,small,acceptable,,,,,,"4,511,291"
2948,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,chamaeleon,Animalia.Chordata.Reptilia.Squamata.Chamaeleonidae.Chamaeleo.chamaeleon,Common chameleon,,,0,,,,,,,,,,3.6,451,captivity,small,acceptable,,,,,,451
2949,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,dilepis,Animalia.Chordata.Reptilia.Squamata.Chamaeleonidae.Chamaeleo.dilepis,Flapneck chameleon,,,0,,,,,,,,,,4,451,captivity,small,acceptable,,,,,,451
2950,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,labordi,Animalia.Chordata.Reptilia.Squamata.Chamaeleonidae.Furcifer.labordi,Labord's chameleon,60,60,0,260,,11,,,,,,,0.4,1077,wild,medium,acceptable,,,,,,1077
2951,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,pardalis,Animalia.Chordata.Reptilia.Squamata.Chamaeleonidae.Furcifer.pardalis,Panther chameleon,,,0,,,,,,,,,,5.2,451,captivity,medium,acceptable,,,,,,451
2952,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Trioceros,jacksonii,Animalia.Chordata.Reptilia.Squamata.Chamaeleonidae.Trioceros.jacksonii,Jackson's chameleon,,,0,,,,,,,,,,8.2,485,captivity,small,acceptable,,,,,,485
2953,Animalia,Chordata,Reptilia,Squamata,Charinidae,Charina,bottae,Animalia.Chordata.Reptilia.Squamata.Charinidae.Charina.bottae,Rubber boa,,,0,,,,,,,,,,26.5,451,captivity,small,acceptable,,,,,,451
2954,Animalia,Chordata,Reptilia,Squamata,Charinidae,Lichanura,trivirgata,Animalia.Chordata.Reptilia.Squamata.Charinidae.Lichanura.trivirgata,Rosy boa,,,0,130,,7,,,,,450,,31,451,captivity,small,acceptable,,,,,,"448,451"
2955,Animalia,Chordata,Reptilia,Squamata,Charinidae,Ungaliophis,continentalis,Animalia.Chordata.Reptilia.Squamata.Charinidae.Ungaliophis.continentalis,Round-spot banana boa,,,0,,,,,,,,,,17.7,485,captivity,small,acceptable,,,,,,485
2956,Animalia,Chordata,Reptilia,Squamata,Charinidae,Ungaliophis,panamensis,Animalia.Chordata.Reptilia.Squamata.Charinidae.Ungaliophis.panamensis,Panama wood snake,,,0,,,,,,,,,,14.2,485,captivity,tiny,acceptable,,,,,,485
2957,Animalia,Chordata,Reptilia,Squamata,Colubridae,Arizona,elegans,Animalia.Chordata.Reptilia.Squamata.Colubridae.Arizona.elegans,Glossy snake,,,0,,,,,,,,,,19.1,451,captivity,tiny,acceptable,,,,,,451
2958,Animalia,Chordata,Reptilia,Squamata,Colubridae,Bogertophis,subocularis,Animalia.Chordata.Reptilia.Squamata.Colubridae.Bogertophis.subocularis,Trans-pecos rat snake,730,730,0,,,5,,,,,,,23.8,451,captivity,small,acceptable,,,,,,"451,468"
2959,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,blandingii,Animalia.Chordata.Reptilia.Squamata.Colubridae.Boiga.blandingii,Blanding's cat snake,,,0,,,,,,,,,,12.6,451,captivity,small,acceptable,,,,,,451
2960,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,cynodon,Animalia.Chordata.Reptilia.Squamata.Colubridae.Boiga.cynodon,Dog-tooth cat snake,,,0,,,,,,,,,,9.6,485,captivity,tiny,acceptable,,,,,,485
2961,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,dendrophila,Animalia.Chordata.Reptilia.Squamata.Colubridae.Boiga.dendrophila,Mangrove snake,,,0,,,,,,,,,,17,451,captivity,medium,acceptable,,,,,,451
2962,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,irregularis,Animalia.Chordata.Reptilia.Squamata.Colubridae.Boiga.irregularis,Brown tree snake,,,0,,,,,,,,,,13.1,451,captivity,small,acceptable,,,,,,451
2963,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,trigonata,Animalia.Chordata.Reptilia.Squamata.Colubridae.Boiga.trigonata,Common catsnake/indian gamma snake,,,0,,,,,,,,,,8.2,485,captivity,small,acceptable,,,,,,485
2964,Animalia,Chordata,Reptilia,Squamata,Colubridae,Cemophora,coccinea,Animalia.Chordata.Reptilia.Squamata.Colubridae.Cemophora.coccinea,Scarlet snake,,,0,,,,,,,,,,10.4,451,captivity,small,acceptable,,,,,,451
2965,Animalia,Chordata,Reptilia,Squamata,Colubridae,Chilomeniscus,stramineus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Chilomeniscus.stramineus,Banded sand snake,,,0,,,,,,,,,,4,485,captivity,small,acceptable,,,,,,485
2966,Animalia,Chordata,Reptilia,Squamata,Colubridae,Clelia,clelia,Animalia.Chordata.Reptilia.Squamata.Colubridae.Clelia.clelia,Mussarana,,,0,,,,,,,,,,11.5,485,captivity,small,acceptable,,,,,,485
2967,Animalia,Chordata,Reptilia,Squamata,Colubridae,Clonophis,kirtlandii,Animalia.Chordata.Reptilia.Squamata.Colubridae.Clonophis.kirtlandii,Kirtland's snake,,,0,,,,,,,,,,8.4,451,captivity,small,acceptable,,,,,,451
2968,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,constrictor,Animalia.Chordata.Reptilia.Squamata.Colubridae.Coluber.constrictor,Northern black racer,,,0,,,,,,,,,,10,528,unknown,medium,acceptable,,,,,,528
2969,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,ravergieri,Animalia.Chordata.Reptilia.Squamata.Colubridae.Coluber.ravergieri,Palaearctic tail-lined snake,,,0,,,,,,,,,,13.8,582,captivity,tiny,acceptable,,,,,,582
2970,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dasypeltis,atra,Animalia.Chordata.Reptilia.Squamata.Colubridae.Dasypeltis.atra,Montane egg eater,,,0,,,,,,,,,,,,unknown,small,low,,,,,,485
2971,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dasypeltis,medici,Animalia.Chordata.Reptilia.Squamata.Colubridae.Dasypeltis.medici,East African egg-eating snake,,,0,,,,,,,,,,8.6,485,captivity,small,questionable,,,,,,485
2972,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dasypeltis,scabra,Animalia.Chordata.Reptilia.Squamata.Colubridae.Dasypeltis.scabra,African egg-eating snake,,,0,,,,,,,,,,22.1,451,captivity,small,acceptable,,,,,,451
2973,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dinodon,rufozonatum,Animalia.Chordata.Reptilia.Squamata.Colubridae.Dinodon.rufozonatum,Red barded snake,,,0,,,,,,,,,,13.7,485,captivity,small,acceptable,,,,,,485
2974,Animalia,Chordata,Reptilia,Squamata,Colubridae,Drymarchon,corais,Animalia.Chordata.Reptilia.Squamata.Colubridae.Drymarchon.corais,Indigo snake,,,0,,,6,,,,,,,25.9,485,captivity,medium,acceptable,,,,,,"437,485"
2975,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,bairdi,Animalia.Chordata.Reptilia.Squamata.Colubridae.Elaphe.bairdi,Baird's rat snake,,,0,,,,,,,,,,16.3,451,captivity,small,acceptable,,,,,,451
2976,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,climacophora,Animalia.Chordata.Reptilia.Squamata.Colubridae.Elaphe.climacophora,Japanese rat snake,,,0,,,,,,,,,,13.1,485,captivity,small,acceptable,,,,,,"87,485"
2977,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,flavirufa,Animalia.Chordata.Reptilia.Squamata.Colubridae.Elaphe.flavirufa,Yellow-red/tropical rat snake,,,0,,,,,,,,,,16.3,451,captivity,small,acceptable,,,,,,451
2978,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,guttata,Animalia.Chordata.Reptilia.Squamata.Colubridae.Elaphe.guttata,Corn snake,600,600,0,,,12,,,,,900,,32.3,451,captivity,large,high,,,,,,"448,451,759"
2979,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,helena,Animalia.Chordata.Reptilia.Squamata.Colubridae.Elaphe.helena,Trinket snake,730,730,0,,,,,,,,,,15,759,unknown,medium,acceptable,,,,,,759
2980,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,moellendorffi,Animalia.Chordata.Reptilia.Squamata.Colubridae.Elaphe.moellendorffi,Red-headed rat snake,,,0,,,,,,,,,,21.1,451,captivity,small,acceptable,,,,,,451
2981,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,obsoleta,Animalia.Chordata.Reptilia.Squamata.Colubridae.Elaphe.obsoleta,Black rat snake,1460,1460,0,,,,,,,,,,33.9,451,captivity,large,acceptable,,,,,,"451,528"
2982,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,quadrivirgata,Animalia.Chordata.Reptilia.Squamata.Colubridae.Elaphe.quadrivirgata,Japanese four-lined rat snake,,,0,,,,,,,,,,16.8,485,captivity,tiny,acceptable,,,,,,485
2983,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,schrenckii,Animalia.Chordata.Reptilia.Squamata.Colubridae.Elaphe.schrenckii,Russian ratsnake,,,0,,,,,,,,,,13.7,451,captivity,small,acceptable,,,,,,451
2984,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,situla,Animalia.Chordata.Reptilia.Squamata.Colubridae.Elaphe.situla,European leopard snake,,,0,,,,,,,,,,23,485,captivity,small,acceptable,,,,,,485
2985,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,taeniura,Animalia.Chordata.Reptilia.Squamata.Colubridae.Elaphe.taeniura,Taipan beauty snake,,,0,,,,,,,,,,11.6,485,captivity,medium,acceptable,,,,,,485
2986,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,vulpina,Animalia.Chordata.Reptilia.Squamata.Colubridae.Elaphe.vulpina,Eastern fox snake,,,0,,,,,,,,,,17,451,captivity,medium,acceptable,,,,,,451
2987,Animalia,Chordata,Reptilia,Squamata,Colubridae,Farancia,abacura,Animalia.Chordata.Reptilia.Squamata.Colubridae.Farancia.abacura,Western mud snake,,,0,,,,,,,,,,19,528,unknown,medium,acceptable,,,,,,528
2988,Animalia,Chordata,Reptilia,Squamata,Colubridae,Gonyosoma,oxycephalum,Animalia.Chordata.Reptilia.Squamata.Colubridae.Gonyosoma.oxycephalum,Red-tailed rat snake,,,0,,,,,,,,,,15.1,451,captivity,small,acceptable,,,,,,451
2989,Animalia,Chordata,Reptilia,Squamata,Colubridae,Heterodon,nasicus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Heterodon.nasicus,Mexican hognose snake,730,730,0,56,,13,,,,,,,19.8,485,captivity,medium,acceptable,,,,,,"468,485"
2990,Animalia,Chordata,Reptilia,Squamata,Colubridae,Heterodon,platirhinos,Animalia.Chordata.Reptilia.Squamata.Colubridae.Heterodon.platirhinos,Eastern hognose snake,730,730,0,,,,,,,,,,9.1,528,unknown,medium,questionable,,,,,,528
2991,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hydrodynastes,gigas,Animalia.Chordata.Reptilia.Squamata.Colubridae.Hydrodynastes.gigas,False water snake,,,0,,,,,,,,,,16.9,485,captivity,medium,acceptable,,,,,,485
2992,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,torquata,Animalia.Chordata.Reptilia.Squamata.Colubridae.Hypsiglena.torquata,Night snake,,,0,,,,,,,,,,12.2,451,captivity,tiny,acceptable,,,,,,451
2993,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,alterna,Animalia.Chordata.Reptilia.Squamata.Colubridae.Lampropeltis.alterna,Gray-banded kingsnake,,,0,,,,,,,,,,19.7,451,captivity,medium,acceptable,,,,,,451
2994,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,calligaster,Animalia.Chordata.Reptilia.Squamata.Colubridae.Lampropeltis.calligaster,Prairie kingsnake,1095,1095,0,,,,,,,,,,23.8,485,captivity,small,acceptable,,,,,,"485,528"
2995,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,getula,Animalia.Chordata.Reptilia.Squamata.Colubridae.Lampropeltis.getula,Common kingsnake,1095,1095,0,,,,,,,,,,33.3,485,captivity,large,acceptable,,,,,,"19,485,528,759"
2996,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,mexicana,Animalia.Chordata.Reptilia.Squamata.Colubridae.Lampropeltis.mexicana,Greer's kingsnake,,,0,,,,,,,,,,15.6,451,captivity,medium,acceptable,,,,,,451
2997,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,pyromelana,Animalia.Chordata.Reptilia.Squamata.Colubridae.Lampropeltis.pyromelana,Sonoran mountain kingsnake,,,0,,,,,,,,,,22.4,485,captivity,medium,acceptable,,,,,,485
2998,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,triangulum,Animalia.Chordata.Reptilia.Squamata.Colubridae.Lampropeltis.triangulum,Milk snake,,,0,,,,,,,,,,22.6,451,captivity,large,acceptable,,,,,,451
2999,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,zonata,Animalia.Chordata.Reptilia.Squamata.Colubridae.Lampropeltis.zonata,California mountain kingsnake,,,0,,,,,,,,,,28.8,451,captivity,small,acceptable,,,,,,451
3000,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lamprophis,fuliginosus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Lamprophis.fuliginosus,African house snake,182,182,0,,,,,,,,,,9,759,unknown,medium,acceptable,,,,,,759
3001,Animalia,Chordata,Reptilia,Squamata,Colubridae,Leioheterodon,madagascariensis,Animalia.Chordata.Reptilia.Squamata.Colubridae.Leioheterodon.madagascariensis,Madagascar giant hognose snake,,,0,,,,,,,,,,27.2,451,captivity,medium,acceptable,,,,,,451
3002,Animalia,Chordata,Reptilia,Squamata,Colubridae,Leptophis,mexicanus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Leptophis.mexicanus,Parrot snake,,,0,,,,,,,,,,7.7,485,captivity,small,acceptable,,,,,,485
3003,Animalia,Chordata,Reptilia,Squamata,Colubridae,Macroprotodon,cucullatus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Macroprotodon.cucullatus,False smooth snake,,,0,,,,,,,,,,5.9,485,captivity,small,acceptable,,,,,,485
3004,Animalia,Chordata,Reptilia,Squamata,Colubridae,Masticophis,flagellum,Animalia.Chordata.Reptilia.Squamata.Colubridae.Masticophis.flagellum,Coachwhip,,,0,,,,,,,,,,20.2,451,captivity,small,acceptable,,,,,,451
3005,Animalia,Chordata,Reptilia,Squamata,Colubridae,Mehelya,capensis,Animalia.Chordata.Reptilia.Squamata.Colubridae.Mehelya.capensis,Lapi file snake,,,0,,,,,,,,,,10.9,485,captivity,small,acceptable,,,,,,485
3006,Animalia,Chordata,Reptilia,Squamata,Colubridae,Natrix,natrix,Animalia.Chordata.Reptilia.Squamata.Colubridae.Natrix.natrix,Grass snake,1460,1460,0,,,,,,,,96.25,,20,451,captivity,medium,acceptable,,,0.0295,94.2,290.25,"19,37,451,527"
3007,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,erythrogaster,Animalia.Chordata.Reptilia.Squamata.Colubridae.Nerodia.erythrogaster,Plain-bellied water snake,,,0,,,,,,,,,,14.8,451,captivity,medium,acceptable,,,,,,451
3008,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,sipedon,Animalia.Chordata.Reptilia.Squamata.Colubridae.Nerodia.sipedon,Northern water snake,730,730,0,,,,,,,,,,9.6,451,captivity,medium,acceptable,,,,,,"451,528"
3009,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,taxispilota,Animalia.Chordata.Reptilia.Squamata.Colubridae.Nerodia.taxispilota,Brown water snake,,,0,,,,,,,,,,6.1,451,captivity,small,questionable,,,,,,451
3010,Animalia,Chordata,Reptilia,Squamata,Colubridae,Opheodrys,aestivus,Animalia.Chordata.Reptilia.Squamata.Colubridae.Opheodrys.aestivus,Rough greensnake,730,730,0,,,,,,,,,,7.2,451,captivity,medium,acceptable,,,,,,"451,528"
3011,Animalia,Chordata,Reptilia,Squamata,Colubridae,Opheodrys,vernalis,Animalia.Chordata.Reptilia.Squamata.Colubridae.Opheodrys.vernalis,Smooth green snake,,,0,,,,,,,,,,6.1,451,captivity,tiny,acceptable,,,,,,451
