HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,class,CommonName,Female maturity (days),Male maturity (days),diff male/female maturity,Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
9999,,,,,,,,Animalia,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Branchiopoda,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Branchiopoda.Diplostraca,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Branchiopoda.Diplostraca.Daphniidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Branchiopoda.Diplostraca.Daphniidae.Daphnia,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Insecta,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Insecta.Diptera,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Insecta.Diptera.Drosophilidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Insecta.Diptera.Drosophilidae.Drosophila,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Insecta.Hymenoptera,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Insecta.Hymenoptera.Apidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Insecta.Hymenoptera.Apidae.Apis,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Insecta.Hymenoptera.Formicidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Insecta.Hymenoptera.Formicidae.Cardiocondyla,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Insecta.Hymenoptera.Formicidae.Lasius,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Insecta.Hymenoptera.Formicidae.Pheidole,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Insecta.Lepidoptera,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Insecta.Lepidoptera.Nymphalidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Insecta.Lepidoptera.Nymphalidae.Bicyclus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Malacostraca,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Malacostraca.Decapoda,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Malacostraca.Decapoda.Nephropidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Arthropoda.Malacostraca.Decapoda.Nephropidae.Homarus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Ascomycota.Saccharomycetes,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Ascomycota.Saccharomycetes.Saccharomycetales,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Ascomycota.Saccharomycetes.Saccharomycetales.Saccharomycetaceae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Ascomycota.Saccharomycetes.Saccharomycetales.Saccharomycetaceae.Saccharomyces,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Ascomycota.Schizosaccharomycetes,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Ascomycota.Schizosaccharomycetes.Schizosaccharomycetales,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Ascomycota.Schizosaccharomycetes.Schizosaccharomycetales.Schizosaccharomycetaceae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Ascomycota.Schizosaccharomycetes.Schizosaccharomycetales.Schizosaccharomycetaceae.Schizosaccharomyces,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Ascomycota.Sordariomycetes,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Ascomycota.Sordariomycetes.Sordariales,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Ascomycota.Sordariomycetes.Sordariales.Lasiosphaeriaceae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Ascomycota.Sordariomycetes.Sordariales.Lasiosphaeriaceae.Podospora,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Bombinatoridae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Bombinatoridae.Bombina,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Bufonidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Bufonidae.Anaxyrus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Bufonidae.Atelopus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Bufonidae.Bufo,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Bufonidae.Incilius,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Bufonidae.Nectophrynoides,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Bufonidae.Peltophryne,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Bufonidae.Pseudepidalea,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Bufonidae.Rhaebo,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Bufonidae.Rhinella,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Ceratophryidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Ceratophryidae.Ceratophrys,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Dendrobatidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Dendrobatidae.Dendrobates,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Dendrobatidae.Oophaga,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Dendrobatidae.Phyllobates,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Dicroglossidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Dicroglossidae.Hoplobatrachus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Hylidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Hylidae.Acris,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Hylidae.Agalychnis,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Hylidae.Diaglena,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Hylidae.Hyla,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Hylidae.Hypsiboas,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Hylidae.Litoria,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Hylidae.Osteopilus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Hylidae.Pachymedusa,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Hylidae.Phyllomedusa,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Hylidae.Pseudacris,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Hylidae.Pseudis,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Hylidae.Smilisca,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Hylidae.Trachycephalus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Leiopelmatidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Leiopelmatidae.Ascaphus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Leptodactylidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Leptodactylidae.Leptodactylus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Mantellidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Mantellidae.Mantella,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Microhylidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Microhylidae.Gastrophryne,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Microhylidae.Kaloula,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Microhylidae.Microhyla,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Microhylidae.Phrynomantis,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Microhylidae.Scaphiophryne,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Pelobatidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Pelobatidae.Pelobates,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Petropedetidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Petropedetidae.Conraua,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Pipidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Pipidae.Pipa,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Pipidae.Xenopus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Pyxicephalidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Pyxicephalidae.Pyxicephalus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Pyxicephalidae.Tomopterna,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Ranidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Ranidae.Lithobates,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Ranidae.Pelophylax,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Ranidae.Rana,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Scaphiopodidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Scaphiopodidae.Scaphiopus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Anura.Scaphiopodidae.Spea,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Ambystomatidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Ambystomatidae.Ambystoma,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Ambystomatidae.Dicamptodon,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Amphiumidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Amphiumidae.Amphiuma,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Cryptobranchidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Cryptobranchidae.Andrias,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Cryptobranchidae.Cryptobranchus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Hynobiidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Hynobiidae.Hynobius,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Hynobiidae.Onychodactylus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Hynobiidae.Paradactylodon,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Hynobiidae.Salamandrella,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Plethodontidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Aneides,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Bolitoglossa,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Desmognathus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Ensatina,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Eurycea,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Gyrinophilus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Hemidactylium,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Phaeognathus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Plethodon,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Pseudotriton,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Plethodontidae.Speleomantes,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Proteidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Proteidae.Necturus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Proteidae.Proteus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Salamandridae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Calotriton,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Cynops,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Ichthyosaura,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Lissotriton,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Notophthalmus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Pachytriton,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Paramesotriton,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Pleurodeles,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Salamandra,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Taricha,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Triturus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Salamandridae.Tylototriton,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Sirenidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Caudata.Sirenidae.Siren,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Gymnophiona,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Gymnophiona.Caeciliidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Gymnophiona.Caeciliidae.Dermophis,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Gymnophiona.Caeciliidae.Typhlonectes,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Gymnophiona.Ichthyophiidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Amphibia.Gymnophiona.Ichthyophiidae.Ichthyophis,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Accipiter,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Aegypius,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Aquila,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Butastur,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteo,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteogallus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Circaetus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Circus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Elanus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Geranoaetus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Gypaetus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Gypohierax,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Gyps,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Haliaeetus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Harpia,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Harpyopsis,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Hieraaetus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Ictinia,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Kaupifalco,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Lophoictinia,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Milvus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Neophron,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Parabuteo,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Pernis,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Pithecophaga,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Rostrhamus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Terathopius,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Cathartidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Cathartidae.Cathartes,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Cathartidae.Coragyps,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Cathartidae.Gymnogyps,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Cathartidae.Sarcoramphus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Cathartidae.Vultur,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Pandionidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Accipitriformes.Pandionidae.Pandion,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Anseriformes,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Anseriformes.Anatidae,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Anseriformes.Anatidae.Aix,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Anseriformes.Anatidae.Alopochen,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anser,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Anseriformes.Anatidae.Aythya,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Anseriformes.Anatidae.Branta,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Anseriformes.Anatidae.Bucephala,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Anseriformes.Anatidae.Callonetta,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Anseriformes.Anatidae.Cereopsis,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Anseriformes.Anatidae.Chen,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Anseriformes.Anatidae.Clangula,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Anseriformes.Anatidae.Cygnus,,,,,,,,,,,,,,,,,,,,,,,,
9999,,,,,,,,Animalia.Chordata.Aves.Anseriformes.Anatidae.Dendrocygna,,,,,,,,,,,,,,,,,,,,,,,,
